region	coord	gene	Oxt PAT#
3UTR	38427	AT4G00110	2
CDS	104530	AT4G00238	1
CDS	104665	AT4G00238	1
3UTR	112739	AT4G00250	1
3UTR	117049	AT4G00270	2
3UTR	117212	AT4G00270	2
intron	122533	AT4G00280	1
CDS	123181	AT4G00290	1
CDS	130013	AT4G00300	1
CDS	135132	AT4G00310	2
CDS	162665	AT4G00360	1
3UTR	170918	AT4G00380	1
5UTR	187564	AT4G00430	96
CDS	195708	AT4G00440	18
CDS	208597	AT4G00450	1
CDS	209193	AT4G00450	1
3UTR	231584	AT4G00520	1
3UTR	242485	AT4G00570	1
3UTR	242716	AT4G00570	1
3UTR	250874	AT4G00585	1
intron	275065	AT4G00660	1
3UTR	293328	AT4G00710	3
3UTR	293650	AT4G00720	6
3UTR	299417	AT4G00730	1
3UTR	299470	AT4G00730	1
3UTR	317575	AT4G00750	5
intron	315424	AT4G00750	1
CDS	326526	AT4G00755	1
3UTR	382613	AT4G00900	2
CDS	382777	AT4G00900	1
intron	383785	AT4G00900	1
3UTR	403054	AT4G00940	6
3UTR	403111	AT4G00940	3
intron	422202	AT4G00975	27
3UTR	431841	AT4G00990	1
intron	428543	AT4G00990	1
CDS	432194	AT4G01000	1
CDS	436648	AT4G01010	1
3UTR	448592	AT4G01026	2
3UTR	448331	AT4G01030	2
3UTR	470655	AT4G01090	2
3UTR	481623	AT4G01120	1
intron	487007	AT4G01130	1
CDS	509584	AT4G01210	2
3UTR	522581	AT4G01250	1
3UTR	537156	AT4G01280	1
CDS	541690	AT4G01290	1
CDS	542358	AT4G01290	1
CDS	621765	AT4G01460	28
3UTR	640956	AT4G01500	1
3UTR	681979	AT4G01570	2
3UTR	711298	AT4G01670	1
3UTR	755539	AT4G01740	33
CDS	771946	AT4G01800	2
CDS	777752	AT4G01810	1
3UTR	780670	AT4G01820	1
CDS	796801	AT4G01850	1
3UTR	810754	AT4G01880	1
CDS	826562	AT4G01910	1
CDS	844963	AT4G01950	1
CDS	852083	AT4G01960	1
3UTR	885505	AT4G02010	1
3UTR	897240	AT4G02030	1
5UTR	900150	AT4G02050	1
5UTR	900187	AT4G02050	2
intron	915578	AT4G02075	1
3UTR	923762	AT4G02090	1
3UTR	940229	AT4G02110	1
3UTR	970096	AT4G02195	1
3UTR	979095	AT4G02220	1
CDS	1055219	AT4G02400	2
3UTR	1057755	AT4G02405	1
intron	1070420	AT4G02430	1
CDS	1073341	AT4G02440	3
CDS	1073518	AT4G02440	1
CDS	1073558	AT4G02440	2
CDS	1074076	AT4G02450	1
3UTR	1081887	AT4G02480	6
CDS	1082512	AT4G02480	1
3UTR	1094653	AT4G02485	1
CDS	1105324	AT4G02510	1
CDS	1107768	AT4G02510	55
3UTR	1123581	AT4G02560	1
CDS	1138067	AT4G02590	1
CDS	1138110	AT4G02590	1
intron	1138892	AT4G02590	1
CDS	1152281	AT4G02630	1
intron	1178267	AT4G02670	25
CDS	1193738	AT4G02710	1
3UTR	1204371	AT4G02720	1
3UTR	1204449	AT4G02720	1
intron	1224959	AT4G02760	1
intron	1225000	AT4G02760	1
intron	1225047	AT4G02760	9
CDS	1229432	AT4G02770	1
3UTR	1266270	AT4G02840	1
3UTR	1294743	AT4G02920	1
CDS	1319142	AT4G02970	2
3UTR	1323966	AT4G02990	2
3UTR	1327470	AT4G03000	4
CDS	1326890	AT4G03000	77
3UTR	1331168	AT4G03010	2
3UTR	1331450	AT4G03010	1
CDS	1364238	AT4G03080	1
3UTR	1366377	AT4G03090	12
3UTR	1393671	AT4G03140	1
3UTR	1393852	AT4G03140	14
3UTR	1412631	AT4G03200	1
3UTR	1431476	AT4G03260	1
3UTR	1441970	AT4G03280	1
CDS	1441644	AT4G03280	1
CDS	1441712	AT4G03280	1
intron	1488856	AT4G03380	1
intron	1488953	AT4G03380	37
3UTR	1497594	AT4G03400	1
CDS	1503882	AT4G03415	4
CDS	1504073	AT4G03415	3
3UTR	1513703	AT4G03420	17
3UTR	1514125	AT4G03420	1
CDS	1518633	AT4G03430	3
3UTR	1557695	AT4G03510	1
3UTR	1557841	AT4G03510	46
3UTR	1557878	AT4G03510	32
3UTR	1562501	AT4G03520	13
3UTR	1579569	AT4G03550	1
CDS	1577774	AT4G03550	1
3UTR	1771958	AT4G03820	1
3UTR	1890347	AT4G03965	1
3UTR	1933672	AT4G04020	1
3UTR	1933722	AT4G04020	1
3UTR	2024108	AT4G04180	52
3UTR	2026486	AT4G04190	1
CDS	2116750	AT4G04330	1
3UTR	2133087	AT4G04350	2
3UTR	2133135	AT4G04350	1
3UTR	2133176	AT4G04350	2
3UTR	2133102	AT4G04360	1
CDS	2134121	AT4G04370	2
3UTR	2326741	AT4G04610	1
3UTR	2331775	AT4G04630	1
CDS	2373303	AT4G04680	2
3UTR	2433441	AT4G04780	1
CDS	2450070	AT4G04840	1
3UTR	2464938	AT4G04880	1
3UTR	2475480	AT4G04885	1
CDS	2474333	AT4G04885	2
3UTR	2505334	AT4G04920	2
3UTR	2506739	AT4G04925	2
3UTR	2506778	AT4G04925	8
3UTR	2543207	AT4G04970	1
3UTR	2557096	AT4G04990	1
3UTR	2557260	AT4G04990	2
3UTR	2576445	AT4G05020	1
3UTR	2581831	AT4G05040	1
3UTR	2590100	AT4G05060	1
3UTR	2593698	AT4G05070	1
CDS	2611293	AT4G05090	1
3UTR	2662809	AT4G05150	3
3UTR	2679767	AT4G05190	1
3UTR	2738786	AT4G05390	3
3UTR	2743051	AT4G05410	1
3UTR	2752802	AT4G05420	1
CDS	2751803	AT4G05420	1
CDS	2752445	AT4G05420	1
3UTR	3764193	AT4G06634	1
3UTR	3764369	AT4G06634	1
3UTR	3901809	AT4G06676	1
3UTR	4073865	AT4G06746	1
3UTR	4197650	AT4G07390	1
3UTR	4644710	AT4G07825	7
3UTR	4825396	AT4G07990	1
3UTR	4825482	AT4G07990	1
CDS	4826770	AT4G07990	4
3UTR	5147729	AT4G08150	9
3UTR	5147857	AT4G08150	3
3UTR	5159134	AT4G08160	1
3UTR	5159180	AT4G08160	1
5UTR	5169514	AT4G08180	50
CDS	5197776	AT4G08250	1
3UTR	5241031	AT4G08290	1
3UTR	5241068	AT4G08290	1
3UTR	5255052	AT4G08320	5
CDS	5287222	AT4G08350	54
CDS	5288470	AT4G08350	1
CDS	5288890	AT4G08350	1
CDS	5290129	AT4G08350	2
CDS	5290411	AT4G08350	1
3UTR	5317187	AT4G08390	1
3UTR	5454632	AT4G08570	5
3UTR	5455002	AT4G08570	1
3UTR	5463808	AT4G08580	1
CDS	5552425	AT4G08690	1
3UTR	5608229	AT4G08790	2
5UTR	5611189	AT4G08790	13
intron	5609952	AT4G08790	1
intron	5609986	AT4G08790	1
3UTR	5705313	AT4G08900	1
3UTR	5705392	AT4G08900	3
3UTR	5705449	AT4G08900	1
CDS	5703741	AT4G08900	1
3UTR	5713301	AT4G08910	1
CDS	5725269	AT4G08920	1
CDS	5725949	AT4G08920	5
CDS	5726214	AT4G08920	2
CDS	5726515	AT4G08920	1
3UTR	5760190	AT4G08980	2
3UTR	5777338	AT4G09000	1
3UTR	5777376	AT4G09000	2
CDS	5775498	AT4G09000	1
3UTR	5792767	AT4G09030	1
CDS	5830240	AT4G09150	1
3UTR	5849551	AT4G09180	5
3UTR	5849618	AT4G09180	17
3UTR	5849652	AT4G09180	17
CDS	5849486	AT4G09180	2
3UTR	6019610	AT4G09500	3
3UTR	6024832	AT4G09520	1
3UTR	6063383	AT4G09587	24
3UTR	6074769	AT4G09610	8
3UTR	6088288	AT4G09640	2
3UTR	6154437	AT4G09770	18
3UTR	6186383	AT4G09820	1
3UTR	6186413	AT4G09820	1
CDS	6222589	AT4G09900	1
3UTR	6244690	AT4G09965	1
3UTR	6247906	AT4G09980	2
3UTR	6258987	AT4G09990	1
3UTR	6270242	AT4G10030	2
CDS	6295083	AT4G10060	1
intron	6296978	AT4G10070	1
3UTR	6309459	AT4G10100	3
CDS	6315737	AT4G10120	2
3UTR	6324516	AT4G10140	1
3UTR	6329669	AT4G10150	1
3UTR	6337429	AT4G10160	2
3UTR	6371289	AT4G10250	2
3UTR	6407403	AT4G10330	1
3UTR	6407693	AT4G10330	1
3UTR	6431243	AT4G10380	4
3UTR	6492436	AT4G10500	1
3UTR	6547786	AT4G10600	1
3UTR	6566466	AT4G10620	1
3UTR	6566511	AT4G10630	2
3UTR	6574380	AT4G10640	6
CDS	6602425	AT4G10710	1
CDS	6610574	AT4G10730	12
intron	6614236	AT4G10730	1
intron	6614289	AT4G10730	1
3UTR	6640637	AT4G10790	4
3UTR	6693768	AT4G10890	10
3UTR	6693846	AT4G10890	5
3UTR	6711404	AT4G10950	1
3UTR	6711442	AT4G10950	2
3UTR	6719455	AT4G10970	1
CDS	6773220	AT4G11110	2
3UTR	6780030	AT4G11120	1
3UTR	6780064	AT4G11120	1
3UTR	6806809	AT4G11160	13
3UTR	6806862	AT4G11160	2
CDS	6851593	AT4G11260	1
3UTR	6866006	AT4G11280	1
3UTR	6885491	AT4G11310	1
5UTR	6920594	AT4G11380	1
3UTR	6944918	AT4G11410	624
3UTR	6947741	AT4G11420	1
CDS	6948265	AT4G11420	56
CDS	6948310	AT4G11420	11
3UTR	6958730	AT4G11450	2
3UTR	6974014	AT4G11480	1
3UTR	6989826	AT4G11530	1
3UTR	7005927	AT4G11570	2
intron	7010698	AT4G11600	1
3UTR	7013862	AT4G11610	1
CDS	7014000	AT4G11610	1
3UTR	7024832	AT4G11650	6
CDS	7048251	AT4G11670	1
intron	7064012	AT4G11720	18
3UTR	7093422	AT4G11790	116
intron	7093942	AT4G11800	2
5UTR	7119940	AT4G11830	1
3UTR	7122088	AT4G11840	1
3UTR	7129188	AT4G11850	3
3UTR	7134010	AT4G11860	1
3UTR	7134125	AT4G11860	11
CDS	7135903	AT4G11860	1
3UTR	7183749	AT4G11970	2
CDS	7202642	AT4G12020	2
CDS	7203598	AT4G12020	1
3UTR	7228113	AT4G12060	10
3UTR	7228169	AT4G12060	32
3UTR	7228199	AT4G12060	10
3UTR	7265865	AT4G12130	1
3UTR	7287418	AT4G12230	1
intron	7299128	AT4G12270	2
3UTR	7307824	AT4G12300	1
CDS	7350158	AT4G12420	1
CDS	7350223	AT4G12420	2
CDS	7350274	AT4G12420	1
intron	7350042	AT4G12420	1
intron	7350082	AT4G12420	1
CDS	7406519	AT4G12480	1
3UTR	7429833	AT4G12540	1
3UTR	7439760	AT4G12550	1
CDS	7454147	AT4G12600	1
intron	7456322	AT4G12610	1
3UTR	7493655	AT4G12735	1
3UTR	7493778	AT4G12735	62
3UTR	7494349	AT4G12740	1
3UTR	7497810	AT4G12750	1
3UTR	7506405	AT4G12770	1
CDS	7508354	AT4G12770	4
intron	7507404	AT4G12770	1
3UTR	7517061	AT4G12780	1
3UTR	7533575	AT4G12830	1
3UTR	7533631	AT4G12830	1
CDS	7533670	AT4G12840	1
3UTR	7544271	AT4G12880	1
3UTR	7550435	AT4G12910	1
3UTR	7589589	AT4G12980	4
3UTR	7609698	AT4G13030	13
3UTR	7654924	AT4G13160	1
3UTR	7657196	AT4G13180	10
3UTR	7659258	AT4G13190	1
3UTR	7659315	AT4G13190	36
3UTR	7659374	AT4G13190	11
3UTR	7668160	AT4G13200	10
3UTR	7675640	AT4G13230	2
3UTR	7677644	AT4G13235	1
intron	7766086	AT4G13345	1
intron	7768055	AT4G13345	1
3UTR	7777843	AT4G13370	3
intron	7806001	AT4G13430	2
intron	7843918	AT4G13495	1
intron	7845507	AT4G13495	1
3UTR	7864910	AT4G13520	2
CDS	7870046	AT4G13540	3
3UTR	7879688	AT4G13560	2
intron	7946710	AT4G13660	3
3UTR	7966371	AT4G13710	1
CDS	7965821	AT4G13710	2
intron	7965708	AT4G13710	1
3UTR	7967027	AT4G13720	37
CDS	7972877	AT4G13730	1
3UTR	7990389	AT4G13770	1
CDS	7991221	AT4G13770	23
CDS	7991808	AT4G13770	1
CDS	7991837	AT4G13770	1
CDS	7991901	AT4G13770	2
intron	8015853	AT4G13840	1
3UTR	8022166	AT4G13850	14
3UTR	8046617	AT4G13920	6
3UTR	8057250	AT4G13940	1
3UTR	8076870	AT4G13980	1
3UTR	8077123	AT4G13980	1
intron	8077462	AT4G13980	1
3UTR	8095161	AT4G14020	11
3UTR	8097853	AT4G14030	4
CDS	8098887	AT4G14030	2
3UTR	8100616	AT4G14040	1
3UTR	8122392	AT4G14100	1
3UTR	8137068	AT4G14130	36
3UTR	8152353	AT4G14140	3
CDS	8170016	AT4G14160	1
intron	8169004	AT4G14160	1
3UTR	8176282	AT4G14170	1
3UTR	8198339	AT4G14220	1
3UTR	8225374	AT4G14290	3
3UTR	8233089	AT4G14300	1
3UTR	8248417	AT4G14340	2
CDS	8298063	AT4G14400	2
3UTR	8302024	AT4G14420	1
3UTR	8302057	AT4G14420	1
3UTR	8306891	AT4G14440	2
3UTR	8322028	AT4G14465	1
3UTR	8322068	AT4G14465	1
CDS	8337565	AT4G14510	1
CDS	8339369	AT4G14510	1
CDS	8344810	AT4G14540	2
3UTR	8348162	AT4G14550	2
3UTR	8348188	AT4G14550	1
3UTR	8348448	AT4G14550	1
3UTR	8366565	AT4G14570	2
intron	8364837	AT4G14570	1
3UTR	8367653	AT4G14580	1
3UTR	8367697	AT4G14580	1
3UTR	8378165	AT4G14600	1
3UTR	8378405	AT4G14600	3
3UTR	8389151	AT4G14620	4
3UTR	8419203	AT4G14690	2
3UTR	8432245	AT4G14720	3
CDS	8433435	AT4G14720	1
3UTR	8450249	AT4G14740	1
3UTR	8481256	AT4G14760	1
3UTR	8481286	AT4G14760	5
3UTR	8481362	AT4G14760	1
CDS	8480199	AT4G14760	2
CDS	8480948	AT4G14760	1
CDS	8481015	AT4G14760	5
intron	8479975	AT4G14760	2
3UTR	8507713	AT4G14819	1
3UTR	8518100	AT4G14880	2
3UTR	8544501	AT4G14940	2
3UTR	8544526	AT4G14940	1
3UTR	8553633	AT4G14965	1
3UTR	8561710	AT4G14970	2
3UTR	8565741	AT4G14990	1
CDS	8572049	AT4G15000	2
3UTR	8581318	AT4G15030	1
3UTR	8608649	AT4G15075	2
3UTR	8608705	AT4G15075	1
3UTR	8608849	AT4G15080	7
3UTR	8662255	AT4G15180	5
CDS	8653551	AT4G15180	67
3UTR	8666368	AT4G15210	2
CDS	8680360	AT4G15230	2
3UTR	8703005	AT4G15240	2
3UTR	8715269	AT4G15260	2
3UTR	8826123	AT4G15420	1
intron	8825668	AT4G15420	1
intron	8840386	AT4G15450	21
3UTR	8845673	AT4G15470	9
3UTR	8845811	AT4G15470	1
3UTR	8848732	AT4G15475	2
3UTR	8852658	AT4G15490	1
CDS	8853686	AT4G15490	1
CDS	8878068	AT4G15550	1
CDS	8886212	AT4G15560	1
CDS	8910482	AT4G15610	1
CDS	8918682	AT4G15630	10
3UTR	8919055	AT4G15640	53
3UTR	8919143	AT4G15640	1
3UTR	8923927	AT4G15650	1
CDS	8955292	AT4G15730	1
CDS	8972808	AT4G15760	11
3UTR	8986567	AT4G15802	44
CDS	8991546	AT4G15810	1
3UTR	8995188	AT4G15820	1
CDS	8995301	AT4G15830	1
CDS	8999401	AT4G15840	1
3UTR	9015866	AT4G15880	2
3UTR	9015923	AT4G15880	1
3UTR	9022942	AT4G15890	1
3UTR	9022974	AT4G15890	1
3UTR	9027499	AT4G15900	1
3UTR	9027695	AT4G15900	3
intron	9026236	AT4G15900	1
3UTR	9043677	AT4G15955	1
3UTR	9096784	AT4G16070	1
CDS	9097168	AT4G16070	1
3UTR	9108144	AT4G16100	21
3UTR	9116251	AT4G16110	1
3UTR	9116328	AT4G16120	1
3UTR	9134026	AT4G16143	1
CDS	9148837	AT4G16150	1
3UTR	9153326	AT4G16155	1
3UTR	9158844	AT4G16160	1
3UTR	9192114	AT4G16240	2
3UTR	9192145	AT4G16240	13
3UTR	9192185	AT4G16240	27
3UTR	9195468	AT4G16250	5
3UTR	9225167	AT4G16310	1
3UTR	9228186	AT4G16340	1
3UTR	9228266	AT4G16340	24
3UTR	9228357	AT4G16340	1
3UTR	9228711	AT4G16340	2
CDS	9234359	AT4G16340	1
CDS	9248599	AT4G16370	1
CDS	9248990	AT4G16370	1
intron	9248396	AT4G16370	1
3UTR	9255975	AT4G16380	4
CDS	9255576	AT4G16380	2
CDS	9259585	AT4G16390	1
3UTR	9306833	AT4G16520	22
3UTR	9315764	AT4G16540	1
3UTR	9340898	AT4G16580	1
3UTR	9352845	AT4G16600	1
intron	9350519	AT4G16600	1
intron	9350644	AT4G16600	1
3UTR	9392105	AT4G16690	1
3UTR	9392175	AT4G16690	112
3UTR	9392298	AT4G16690	1
3UTR	9395606	AT4G16700	1
3UTR	9399711	AT4G16710	1
3UTR	9400118	AT4G16720	3
3UTR	9414064	AT4G16745	2
3UTR	9420990	AT4G16750	1
3UTR	9451616	AT4G16790	1
3UTR	9469165	AT4G16820	1
3UTR	9469220	AT4G16820	1
3UTR	9469254	AT4G16820	1
3UTR	9472682	AT4G16830	3
CDS	9473676	AT4G16835	1
3UTR	9481794	AT4G16850	3
3UTR	9482568	AT4G16855	1
CDS	9490550	AT4G16860	1
intron	9498893	AT4G16880	1
3UTR	9500191	AT4G16890	1
3UTR	9500218	AT4G16890	1
3UTR	9500262	AT4G16890	3
3UTR	9500295	AT4G16890	4
3UTR	9500494	AT4G16890	19
CDS	9504819	AT4G16890	2
intron	9507478	AT4G16892	1
CDS	9515642	AT4G16900	1
3UTR	9518967	AT4G16920	1
CDS	9547644	AT4G16960	1
3UTR	9565544	AT4G16990	2
CDS	9563140	AT4G16990	14
intron	9562562	AT4G16990	1
intron	9563351	AT4G16990	2
3UTR	9566941	AT4G17000	1
3UTR	9577758	AT4G17010	1
3UTR	9595429	AT4G17070	1
3UTR	9595470	AT4G17070	5
3UTR	9604127	AT4G17080	1
CDS	9603425	AT4G17080	1
CDS	9605310	AT4G17090	1
3UTR	9613331	AT4G17140	1
intron	9630860	AT4G17140	1
3UTR	9641835	AT4G17150	2
3UTR	9644612	AT4G17170	1
3UTR	9644764	AT4G17170	18
CDS	9645258	AT4G17170	1
3UTR	9648296	AT4G17180	1
3UTR	9666614	AT4G17240	1
CDS	9673280	AT4G17250	54
3UTR	9678633	AT4G17270	3
3UTR	9684878	AT4G17300	2
3UTR	9685015	AT4G17300	2
3UTR	9685069	AT4G17300	3
intron	9685510	AT4G17310	1
3UTR	9689122	AT4G17330	1
CDS	9689292	AT4G17330	36
CDS	9692762	AT4G17330	1
CDS	9702169	AT4G17350	1
3UTR	9703482	AT4G17360	1
3UTR	9708246	AT4G17370	2
3UTR	9714371	AT4G17390	2
CDS	9714839	AT4G17390	1
3UTR	9721852	AT4G17410	3
intron	9719079	AT4G17410	21
3UTR	9729111	AT4G17440	1
3UTR	9740988	AT4G17460	2
3UTR	9741195	AT4G17460	2
CDS	9740732	AT4G17460	1
intron	9740646	AT4G17460	1
3UTR	9744942	AT4G17480	1
3UTR	9747273	AT4G17483	3
CDS	9753157	AT4G17490	1
CDS	9753287	AT4G17490	4
3UTR	9760217	AT4G17500	1
CDS	9772481	AT4G17520	2
CDS	9772507	AT4G17520	1
CDS	9778886	AT4G17550	1
3UTR	9781872	AT4G17560	1
intron	9781347	AT4G17560	1
CDS	9843053	AT4G17680	1
3UTR	9866942	AT4G17740	1
3UTR	9966870	AT4G17940	4
3UTR	9967192	AT4G17950	2
intron	10013527	AT4G18030	1
CDS	10035762	AT4G18100	4
3UTR	10042163	AT4G18130	1
3UTR	10062907	AT4G18170	1
3UTR	10087090	AT4G18240	2
CDS	10087627	AT4G18250	1
3UTR	10093197	AT4G18260	2
CDS	10093609	AT4G18260	1
CDS	10093642	AT4G18260	1
3UTR	10104743	AT4G18280	1
CDS	10104500	AT4G18280	25
3UTR	10121138	AT4G18300	24
3UTR	10121250	AT4G18300	5
3UTR	10151138	AT4G18370	1
CDS	10149461	AT4G18370	3
intron	10198468	AT4G18465	2
3UTR	10201669	AT4G18480	1
3UTR	10201755	AT4G18480	12
3UTR	10224827	AT4G18550	2
3UTR	10234765	AT4G18570	1
3UTR	10334162	AT4G18820	1
3UTR	10338569	AT4G18830	3
CDS	10338050	AT4G18830	1
3UTR	10363164	AT4G18905	1
3UTR	10363193	AT4G18905	4
3UTR	10378206	AT4G18950	1
3UTR	10378452	AT4G18950	1
3UTR	10378486	AT4G18950	2
3UTR	10388408	AT4G18960	1
3UTR	10431692	AT4G19040	1
3UTR	10452877	AT4G19090	3
3UTR	10454478	AT4G19100	1
3UTR	10460390	AT4G19120	1
3UTR	10471502	AT4G19150	1
CDS	10471890	AT4G19150	2
3UTR	10483898	AT4G19170	1
3UTR	10485285	AT4G19180	1
3UTR	10496096	AT4G19190	1
3UTR	10587392	AT4G19420	1
CDS	10588381	AT4G19420	1
3UTR	10630438	AT4G19500	1
CDS	10627972	AT4G19500	1
3UTR	10640459	AT4G19515	1
intron	10646550	AT4G19520	7
CDS	10655082	AT4G19530	3
CDS	10655539	AT4G19530	1
3UTR	10659319	AT4G19550	1
3UTR	10676642	AT4G19600	1
CDS	10675973	AT4G19600	2
CDS	10676414	AT4G19600	1
3UTR	10687080	AT4G19640	1
3UTR	10696165	AT4G19660	1
CDS	10799930	AT4G19925	1
3UTR	10835736	AT4G19990	5
CDS	10834111	AT4G19990	1
CDS	10868603	AT4G20090	1
3UTR	10881978	AT4G20130	2
3UTR	10943306	AT4G20260	2
CDS	10957994	AT4G20300	22
intron	10955940	AT4G20300	1
3UTR	10963863	AT4G20310	1
CDS	10975806	AT4G20320	14
3UTR	10982592	AT4G20330	38
CDS	10982971	AT4G20330	10
CDS	10989122	AT4G20350	1
3UTR	10991539	AT4G20360	3
3UTR	10991689	AT4G20360	1
CDS	10991187	AT4G20360	4
CDS	10991421	AT4G20360	2
CDS	11007680	AT4G20390	1
3UTR	11017488	AT4G20430	1
3UTR	11017531	AT4G20430	1
3UTR	11023933	AT4G20450	1
CDS	11034599	AT4G20480	24
intron	11034643	AT4G20480	19
3UTR	11130583	AT4G20760	10
3UTR	11130634	AT4G20760	97
CDS	11151473	AT4G20820	11
CDS	11156240	AT4G20830	1
CDS	11156401	AT4G20830	1
CDS	11156729	AT4G20830	1
3UTR	11160823	AT4G20850	3
CDS	11164490	AT4G20850	1
CDS	11167782	AT4G20850	1
3UTR	11179026	AT4G20880	1
3UTR	11179149	AT4G20880	1
3UTR	11206302	AT4G20940	1
3UTR	11213726	AT4G20960	1
intron	11212511	AT4G20960	2
3UTR	11245099	AT4G21060	1
CDS	11268684	AT4G21110	1
CDS	11268744	AT4G21110	1
3UTR	11277169	AT4G21140	2
CDS	11292792	AT4G21190	2
3UTR	11308656	AT4G21210	3
CDS	11307067	AT4G21210	3
CDS	11308013	AT4G21210	1
3UTR	11310333	AT4G21215	1
intron	11317141	AT4G21220	105
3UTR	11335657	AT4G21280	16
3UTR	11402266	AT4G21410	1
3UTR	11430586	AT4G21460	1
3UTR	11462547	AT4G21540	4
3UTR	11477812	AT4G21580	3
3UTR	11482686	AT4G21590	5
3UTR	11506164	AT4G21660	1
5UTR	11511493	AT4G21670	86
3UTR	11532939	AT4G21700	2
CDS	11537563	AT4G21710	2
3UTR	11560616	AT4G21750	1
CDS	11563816	AT4G21760	1
3UTR	11563467	AT4G21770	1
3UTR	11599915	AT4G21860	8
3UTR	11600230	AT4G21860	1
3UTR	11603198	AT4G21865	1
3UTR	11603460	AT4G21870	1
3UTR	11603487	AT4G21870	1
intron	11604148	AT4G21870	2
3UTR	11610735	AT4G21880	1
CDS	11627374	AT4G21910	1
CDS	11647550	AT4G21960	1
CDS	11647644	AT4G21960	2
CDS	11647923	AT4G21960	1
3UTR	11710096	AT4G22105	3
3UTR	11710192	AT4G22105	1
3UTR	11727601	AT4G22130	1
3UTR	11731019	AT4G22150	4
3UTR	11741783	AT4G22190	1
3UTR	11754517	AT4G22212	1
3UTR	11765981	AT4G22240	1
3UTR	11769686	AT4G22260	2
3UTR	11778739	AT4G22285	1
3UTR	11803947	AT4G22350	10
intron	11808576	AT4G22360	1
3UTR	11838998	AT4G22460	1
3UTR	11844443	AT4G22485	2
3UTR	11849618	AT4G22490	1
3UTR	11851285	AT4G22505	2
3UTR	11855412	AT4G22513	4
3UTR	11859189	AT4G22530	1
3UTR	11859230	AT4G22530	7
3UTR	11860519	AT4G22540	1
3UTR	11910062	AT4G22630	1
3UTR	11920816	AT4G22670	9
CDS	11919573	AT4G22670	1
3UTR	11931648	AT4G22690	1
3UTR	11947250	AT4G22745	1
3UTR	11954962	AT4G22756	1
3UTR	11963806	AT4G22770	6
3UTR	11963857	AT4G22770	1
3UTR	12001557	AT4G22860	1
3UTR	12001604	AT4G22860	2
3UTR	12011290	AT4G22900	2
3UTR	12011433	AT4G22900	1
3UTR	12023884	AT4G22950	2
3UTR	12033591	AT4G22970	1
3UTR	12060127	AT4G23000	2
3UTR	12060204	AT4G23000	1
3UTR	12075448	AT4G23040	1
3UTR	12084169	AT4G23050	228
CDS	12081775	AT4G23050	1
CDS	12082261	AT4G23050	1
3UTR	12136062	AT4G23170	3
CDS	12142966	AT4G23190	1
3UTR	12160439	AT4G23240	1
3UTR	12160497	AT4G23240	2
CDS	12164131	AT4G23250	7
intron	12163977	AT4G23250	1
intron	12164068	AT4G23250	2
CDS	12220839	AT4G23400	1
CDS	12220879	AT4G23400	2
3UTR	12228702	AT4G23420	13
5UTR	12225689	AT4G23420	19
5UTR	12225726	AT4G23420	12
5UTR	12225982	AT4G23420	7
5UTR	12226051	AT4G23420	7
3UTR	12243870	AT4G23460	1
CDS	12244062	AT4G23460	1
3UTR	12280690	AT4G23530	1
3UTR	12280757	AT4G23530	1
3UTR	12302587	AT4G23570	1
3UTR	12302756	AT4G23570	1
3UTR	12309609	AT4G23590	1
3UTR	12312964	AT4G23600	1
3UTR	12332467	AT4G23670	2
CDS	12333047	AT4G23670	1
CDS	12333595	AT4G23670	2
intron	12333465	AT4G23670	10
CDS	12336529	AT4G23680	1
3UTR	12338861	AT4G23690	12
intron	12350654	AT4G23710	1
5UTR	12376309	AT4G23750	50
CDS	12377213	AT4G23750	1
CDS	12397667	AT4G23820	1
CDS	12397789	AT4G23820	1
CDS	12408221	AT4G23850	1
3UTR	12415766	AT4G23880	1
3UTR	12426404	AT4G23900	2
intron	12428188	AT4G23910	1
3UTR	12433897	AT4G23920	1
CDS	12454630	AT4G23980	1
3UTR	12460667	AT4G23990	1
CDS	12482217	AT4G24020	1
CDS	12482264	AT4G24020	2
CDS	12483102	AT4G24020	1
CDS	12483676	AT4G24020	1
CDS	12483748	AT4G24020	2
3UTR	12505570	AT4G24060	2
3UTR	12514544	AT4G24090	4
intron	12514117	AT4G24090	1
CDS	12551985	AT4G24190	14
CDS	12552069	AT4G24190	1
CDS	12552109	AT4G24190	8
CDS	12552345	AT4G24190	1
3UTR	12566538	AT4G24220	1
CDS	12567257	AT4G24230	1
CDS	12568272	AT4G24230	1
CDS	12568688	AT4G24230	1
3UTR	12573821	AT4G24240	1
intron	12572962	AT4G24240	1
3UTR	12577609	AT4G24260	1
3UTR	12589015	AT4G24275	2
CDS	12588862	AT4G24275	1
3UTR	12593714	AT4G24280	2
CDS	12593062	AT4G24280	1
CDS	12593155	AT4G24280	2
intron	12611138	AT4G24350	1
3UTR	12634559	AT4G24440	4
3UTR	12660466	AT4G24500	1
3UTR	12662695	AT4G24510	1
3UTR	12662931	AT4G24520	22
CDS	12666298	AT4G24520	1
3UTR	12667403	AT4G24530	1
3UTR	12671001	AT4G24540	1
3UTR	12678931	AT4G24550	1
3UTR	12678973	AT4G24550	1
CDS	12687308	AT4G24570	1
3UTR	12708677	AT4G24620	1
3UTR	12724635	AT4G24660	1
CDS	12727954	AT4G24670	2
CDS	12728076	AT4G24670	1
