region	coord	gene	WT PAT#
3UTR	6961653	AT3G19970	63
3UTR	6964907	AT3G19980	1
CDS	6966172	AT3G19990	1
intron	6968291	AT3G20000	3
3UTR	6976595	AT3G20010	2
3UTR	6978478	AT3G20015	1
3UTR	6978628	AT3G20015	1
3UTR	6998216	AT3G20040	1
3UTR	7004775	AT3G20070	1
3UTR	7023280	AT3G20110	3
3UTR	7025920	AT3G20120	1
3UTR	7028793	AT3G20130	1
3UTR	7028836	AT3G20130	1
3UTR	7030915	AT3G20140	1
3UTR	7036757	AT3G20150	1
CDS	7034316	AT3G20150	2
3UTR	7054595	AT3G20210	1
3UTR	7055543	AT3G20220	4
3UTR	7055540	AT3G20230	1
3UTR	7055596	AT3G20230	32
3UTR	7058881	AT3G20240	2
CDS	7060050	AT3G20250	1
3UTR	7070888	AT3G20270	1
CDS	7068972	AT3G20270	1
3UTR	7074631	AT3G20280	7
3UTR	7074816	AT3G20290	4
3UTR	7079532	AT3G20300	3
3UTR	7084853	AT3G20310	1
3UTR	7084919	AT3G20310	1
3UTR	7085043	AT3G20310	3
3UTR	7085100	AT3G20310	1
3UTR	7085628	AT3G20310	5
3UTR	7085660	AT3G20310	2
3UTR	7085706	AT3G20310	1
3UTR	7085745	AT3G20310	1
3UTR	7085799	AT3G20310	1
3UTR	7087380	AT3G20320	1
3UTR	7087471	AT3G20320	7
3UTR	7087568	AT3G20320	1
3UTR	7090117	AT3G20330	17
3UTR	7099770	AT3G20360	1
3UTR	7107238	AT3G20370	1
CDS	7106039	AT3G20370	1
intron	7106237	AT3G20370	1
3UTR	7109858	AT3G20380	55
3UTR	7109911	AT3G20380	13
CDS	7110633	AT3G20390	1
3UTR	7118942	AT3G20410	2
3UTR	7118971	AT3G20410	4
3UTR	7123200	AT3G20430	2
3UTR	7123199	AT3G20440	1
intron	7126535	AT3G20440	1
3UTR	7139562	AT3G20460	5
3UTR	7150935	AT3G20475	1
3UTR	7151015	AT3G20475	1
3UTR	7153587	AT3G20490	31
3UTR	7162263	AT3G20510	1
3UTR	7165817	AT3G20520	1
3UTR	7174556	AT3G20550	1
CDS	7177418	AT3G20550	1
CDS	7177520	AT3G20550	1
intron	7175334	AT3G20550	1
3UTR	7192652	AT3G20590	3
3UTR	7210418	AT3G20640	4
3UTR	7220882	AT3G20650	6
3UTR	7220987	AT3G20650	3
3UTR	7237812	AT3G20710	1
3UTR	7247085	AT3G20720	1
3UTR	7263899	AT3G20780	2
3UTR	7271086	AT3G20800	1
3UTR	7271256	AT3G20800	3
3UTR	7282105	AT3G20820	3
3UTR	7282177	AT3G20820	136
3UTR	7282220	AT3G20820	3
3UTR	7282270	AT3G20820	15
3UTR	7304876	AT3G20850	1
3UTR	7308492	AT3G20860	1
3UTR	7309268	AT3G20870	1
3UTR	7309352	AT3G20870	64
CDS	7311247	AT3G20870	1
intron	7310777	AT3G20870	1
intron	7312254	AT3G20870	1
3UTR	7321256	AT3G20890	1
3UTR	7324343	AT3G20898	3
3UTR	7324692	AT3G20898	1
3UTR	7328619	AT3G20910	6
3UTR	7333981	AT3G20930	1
3UTR	7336225	AT3G20935	1
CDS	7335193	AT3G20935	1
3UTR	7341637	AT3G20940	2
3UTR	7341681	AT3G20940	4
3UTR	7347105	AT3G20960	9
3UTR	7380310	AT3G21070	10
3UTR	7391363	AT3G21090	3
3UTR	7402431	AT3G21100	4
3UTR	7409465	AT3G21140	34
3UTR	7412622	AT3G21150	1
3UTR	7432248	AT3G21180	1
3UTR	7432314	AT3G21190	3
3UTR	7432349	AT3G21190	2
3UTR	7432396	AT3G21190	1
3UTR	7437971	AT3G21200	2
3UTR	7441828	AT3G21215	7
3UTR	7447243	AT3G21220	1
3UTR	7447317	AT3G21220	3
3UTR	7448030	AT3G21230	12
3UTR	7448082	AT3G21230	1
3UTR	7448149	AT3G21230	32
intron	7454619	AT3G21240	1
intron	7456084	AT3G21240	1
CDS	7460099	AT3G21250	1
3UTR	7464019	AT3G21260	7
3UTR	7475682	AT3G21270	4
5UTR	7501470	AT3G21320	17
intron	7501048	AT3G21320	1
3UTR	7511735	AT3G21340	3
3UTR	7520497	AT3G21352	1
intron	7524919	AT3G21370	35
3UTR	7534548	AT3G21390	1
3UTR	7534560	AT3G21400	1
3UTR	7543502	AT3G21420	1
3UTR	7563467	AT3G21465	10
3UTR	7578318	AT3G21510	22
3UTR	7582657	AT3G21530	1
3UTR	7586012	AT3G21540	2
CDS	7586168	AT3G21540	1
3UTR	7591481	AT3G21550	14
3UTR	7591531	AT3G21550	3
3UTR	7591616	AT3G21550	12
3UTR	7597381	AT3G21560	1
3UTR	7597489	AT3G21560	1
3UTR	7597581	AT3G21560	1
CDS	7596896	AT3G21560	22
3UTR	7601994	AT3G21580	22
3UTR	7610957	AT3G21620	1
intron	7617648	AT3G21630	1
intron	7617692	AT3G21630	1
3UTR	7618899	AT3G21640	2
3UTR	7618944	AT3G21640	4
CDS	7620403	AT3G21640	2
3UTR	7621513	AT3G21650	1
3UTR	7626760	AT3G21670	2
3UTR	7626829	AT3G21670	1
3UTR	7626864	AT3G21670	1
3UTR	7626908	AT3G21670	1
CDS	7627070	AT3G21670	1
3UTR	7633216	AT3G21680	9
3UTR	7633251	AT3G21680	4
3UTR	7646233	AT3G21700	1
3UTR	7649729	AT3G21710	3
3UTR	7662285	AT3G21740	3
CDS	7662570	AT3G21740	1
CDS	7663245	AT3G21740	1
3UTR	7666070	AT3G21750	1
3UTR	7666124	AT3G21750	1
3UTR	7674903	AT3G21780	16
3UTR	7680088	AT3G21800	1
3UTR	7701185	AT3G21865	4
5UTR	7703231	AT3G21865	1
3UTR	7703900	AT3G21870	1
3UTR	7731461	AT3G21940	1
3UTR	7736259	AT3G21950	1
3UTR	7736363	AT3G21950	1
3UTR	7736395	AT3G21950	3
3UTR	7736471	AT3G21950	3
CDS	7735568	AT3G21950	1
CDS	7736080	AT3G21950	1
3UTR	7783559	AT3G22090	1
3UTR	7783496	AT3G22100	1
3UTR	7792351	AT3G22104	1
intron	7790592	AT3G22104	2
3UTR	7794860	AT3G22120	2
3UTR	7795180	AT3G22120	23
3UTR	7803576	AT3G22142	2
3UTR	7815745	AT3G22150	2
3UTR	7815929	AT3G22150	2
3UTR	7817962	AT3G22160	1
3UTR	7818018	AT3G22160	9
CDS	7824760	AT3G22170	1
3UTR	7830761	AT3G22180	21
3UTR	7838848	AT3G22210	1
3UTR	7838885	AT3G22210	8
3UTR	7838912	AT3G22210	2
3UTR	7845798	AT3G22231	1
intron	7869713	AT3G22250	1
3UTR	7873539	AT3G22260	4
3UTR	7878866	AT3G22275	1
3UTR	7878908	AT3G22275	9
3UTR	7885580	AT3G22290	4
CDS	7884808	AT3G22290	2
intron	7884713	AT3G22290	1
intron	7884744	AT3G22290	1
3UTR	7886748	AT3G22300	1
3UTR	7895376	AT3G22330	1
3UTR	7919492	AT3G22380	14
3UTR	7931361	AT3G22400	2
3UTR	7933088	AT3G22410	1
3UTR	7933155	AT3G22410	7
3UTR	7933194	AT3G22410	2
3UTR	7933263	AT3G22410	2
3UTR	7941570	AT3G22415	12
3UTR	7953150	AT3G22425	9
3UTR	7957710	AT3G22436	10
3UTR	7963481	AT3G22450	1
3UTR	7965904	AT3G22460	1
3UTR	7974311	AT3G22510	1
3UTR	7977498	AT3G22520	1
3UTR	8000452	AT3G22570	3
3UTR	8000526	AT3G22570	1
3UTR	8000608	AT3G22570	6
3UTR	8000682	AT3G22570	1
3UTR	8009509	AT3G22620	1
3UTR	8009504	AT3G22630	1
3UTR	8017647	AT3G22670	7
3UTR	8020505	AT3G22680	26
intron	8021228	AT3G22690	3
CDS	8024840	AT3G22700	1
intron	8035303	AT3G22740	2
intron	8035360	AT3G22740	1
3UTR	8047530	AT3G22760	3
CDS	8051387	AT3G22780	1
3UTR	8052257	AT3G22790	1
3UTR	8062793	AT3G22800	6
3UTR	8062882	AT3G22800	19
3UTR	8071779	AT3G22810	1
3UTR	8084543	AT3G22840	1
3UTR	8088674	AT3G22845	3
3UTR	8088732	AT3G22845	5
CDS	8088203	AT3G22845	1
intron	8087666	AT3G22845	1
3UTR	8090472	AT3G22860	1
3UTR	8097682	AT3G22880	2
intron	8115528	AT3G22900	2
3UTR	8124181	AT3G22930	3
3UTR	8135786	AT3G22942	2
3UTR	8135815	AT3G22942	15
3UTR	8136259	AT3G22942	2
3UTR	8143080	AT3G22961	4
3UTR	8153906	AT3G22968	3
3UTR	8154095	AT3G22968	1
3UTR	8160046	AT3G22980	1
3UTR	8160081	AT3G22980	3
3UTR	8166180	AT3G22990	1
3UTR	8166367	AT3G22990	1
3UTR	8174130	AT3G23000	1
CDS	8173745	AT3G23000	2
3UTR	8176905	AT3G23010	2
CDS	8174902	AT3G23010	1
CDS	8175724	AT3G23010	1
3UTR	8207387	AT3G23070	1
CDS	8203826	AT3G23070	2
CDS	8203920	AT3G23070	5
intron	8205457	AT3G23070	1
3UTR	8214405	AT3G23090	1
3UTR	8222209	AT3G23110	10
3UTR	8259869	AT3G23160	2
3UTR	8259974	AT3G23160	2
3UTR	8260036	AT3G23160	1
CDS	8260693	AT3G23160	1
3UTR	8268253	AT3G23170	1
3UTR	8274035	AT3G23175	12
3UTR	8278495	AT3G23180	1
3UTR	8280751	AT3G23190	1
3UTR	8280927	AT3G23190	2
CDS	8288036	AT3G23220	1
3UTR	8289514	AT3G23230	1
3UTR	8296659	AT3G23240	1
3UTR	8310673	AT3G23250	21
3UTR	8310791	AT3G23250	21
3UTR	8310844	AT3G23250	10
CDS	8310514	AT3G23250	2
CDS	8310553	AT3G23250	5
3UTR	8313032	AT3G23255	1
3UTR	8313065	AT3G23255	14
3UTR	8314572	AT3G23260	1
CDS	8313645	AT3G23260	1
CDS	8313693	AT3G23260	1
CDS	8313737	AT3G23260	1
CDS	8314131	AT3G23260	1
3UTR	8324279	AT3G23280	7
3UTR	8328176	AT3G23290	9
3UTR	8343545	AT3G23310	2
3UTR	8343586	AT3G23310	2
3UTR	8343728	AT3G23310	1
3UTR	8354030	AT3G23340	1
3UTR	8376412	AT3G23400	2
3UTR	8386142	AT3G23410	18
CDS	8385836	AT3G23410	1
CDS	8385947	AT3G23410	1
CDS	8386020	AT3G23410	1
3UTR	8387404	AT3G23430	1
3UTR	8387582	AT3G23430	3
CDS	8388055	AT3G23430	1
3UTR	8404083	AT3G23440	4
3UTR	8404131	AT3G23440	1
3UTR	8404169	AT3G23440	1
CDS	8410918	AT3G23450	1
3UTR	8418280	AT3G23470	1
intron	8421258	AT3G23480	1
intron	8431716	AT3G23510	1
intron	8437268	AT3G23530	1
CDS	8450061	AT3G23550	1
3UTR	8457930	AT3G23570	2
intron	8459184	AT3G23570	1
3UTR	8473553	AT3G23590	1
3UTR	8473608	AT3G23590	1
3UTR	8475949	AT3G23600	3
3UTR	8477246	AT3G23605	2
3UTR	8497646	AT3G23635	3
3UTR	8509572	AT3G23640	6
3UTR	8525238	AT3G23670	1
3UTR	8528743	AT3G23690	1
3UTR	8531588	AT3G23700	1
3UTR	8536434	AT3G23710	45
3UTR	8551398	AT3G23730	3
intron	8550828	AT3G23730	1
3UTR	8551955	AT3G23740	1
3UTR	8561319	AT3G23750	4
3UTR	8561367	AT3G23750	2
3UTR	8561396	AT3G23750	5
3UTR	8561431	AT3G23750	9
3UTR	8561518	AT3G23750	1
3UTR	8562743	AT3G23760	1
3UTR	8562804	AT3G23760	4
3UTR	8562897	AT3G23760	5
3UTR	8567688	AT3G23780	1
CDS	8577167	AT3G23790	1
3UTR	8587684	AT3G23810	2
CDS	8589104	AT3G23810	2
3UTR	8605182	AT3G23820	37
3UTR	8605305	AT3G23820	1
3UTR	8605392	AT3G23820	1
3UTR	8605423	AT3G23820	6
3UTR	8605464	AT3G23820	2
3UTR	8605558	AT3G23820	3
3UTR	8612666	AT3G23840	1
3UTR	8612692	AT3G23840	1
3UTR	8621901	AT3G23870	1
3UTR	8621951	AT3G23870	4
3UTR	8621918	AT3G23880	1
3UTR	8636320	AT3G23910	1
3UTR	8644361	AT3G23920	6
3UTR	8644484	AT3G23920	1
CDS	8641986	AT3G23920	1
3UTR	8652517	AT3G23940	10
CDS	8669610	AT3G23990	1
3UTR	8679761	AT3G24020	1
3UTR	8680916	AT3G24040	6
3UTR	8687773	AT3G24050	1
5UTR	8686030	AT3G24050	24
intron	8686394	AT3G24050	1
3UTR	8694800	AT3G24070	3
5UTR	8693505	AT3G24070	1
CDS	8696123	AT3G24080	2
3UTR	8704229	AT3G24100	15
3UTR	8704307	AT3G24100	1
3UTR	8704327	AT3G24110	1
3UTR	8715208	AT3G24140	6
CDS	8716526	AT3G24140	1
CDS	8717120	AT3G24140	1
intron	8715815	AT3G24140	1
intron	8727467	AT3G24160	14
intron	8728329	AT3G24160	1
3UTR	8734718	AT3G24180	17
3UTR	8734789	AT3G24180	2
3UTR	8753466	AT3G24210	1
3UTR	8753514	AT3G24210	1
3UTR	8753545	AT3G24210	1
3UTR	8784370	AT3G24240	2
3UTR	8805517	AT3G24300	1
3UTR	8805631	AT3G24300	58
3UTR	8805720	AT3G24300	2
3UTR	8805768	AT3G24300	4
3UTR	8822978	AT3G24320	9
3UTR	8823008	AT3G24320	2
3UTR	8839685	AT3G24360	1
3UTR	8862956	AT3G24420	2
3UTR	8863018	AT3G24420	1
CDS	8877846	AT3G24440	1
3UTR	8880070	AT3G24450	3
3UTR	8880140	AT3G24450	5
3UTR	8900855	AT3G24480	1
3UTR	8912216	AT3G24490	1
3UTR	8912317	AT3G24495	1
CDS	8920925	AT3G24503	1
CDS	8921685	AT3G24503	1
3UTR	8942664	AT3G24520	2
3UTR	8942740	AT3G24520	5
3UTR	8942831	AT3G24520	2
CDS	8942431	AT3G24520	1
3UTR	8952749	AT3G24535	1
intron	8954896	AT3G24540	16
3UTR	8963616	AT3G24550	1
3UTR	8971936	AT3G24600	2
3UTR	9033825	AT3G24740	14
3UTR	9041845	AT3G24760	1
3UTR	9041873	AT3G24760	1
3UTR	9047376	AT3G24770	1
CDS	9046921	AT3G24770	1
3UTR	9057882	AT3G24800	1
CDS	9057314	AT3G24800	1
3UTR	9061923	AT3G24810	4
3UTR	9066125	AT3G24830	1
CDS	9064700	AT3G24830	1
3UTR	9098908	AT3G24890	1
3UTR	9098933	AT3G24890	3
3UTR	9099014	AT3G24890	1
3UTR	9099056	AT3G24890	1
intron	9104838	AT3G24929	1
3UTR	9115899	AT3G25013	1
intron	9115320	AT3G25013	1
3UTR	9123448	AT3G25030	1
3UTR	9123497	AT3G25030	3
CDS	9123395	AT3G25030	1
intron	9127118	AT3G25050	13
3UTR	9134075	AT3G25070	1
3UTR	9146234	AT3G25100	4
3UTR	9146228	AT3G25110	1
3UTR	9149517	AT3G25120	8
3UTR	9149579	AT3G25120	4
3UTR	9149647	AT3G25120	2
3UTR	9153786	AT3G25130	1
3UTR	9156667	AT3G25140	1
CDS	9155827	AT3G25140	1
CDS	9158190	AT3G25150	1
3UTR	9167320	AT3G25180	1
3UTR	9184589	AT3G25220	8
3UTR	9184676	AT3G25220	10
3UTR	9184787	AT3G25220	2
intron	9184228	AT3G25220	1
3UTR	9184806	AT3G25221	1
3UTR	9184925	AT3G25221	2
3UTR	9191262	AT3G25230	1
3UTR	9191315	AT3G25230	3
3UTR	9196970	AT3G25250	1
CDS	9195719	AT3G25250	5
CDS	9196921	AT3G25250	4
3UTR	9214368	AT3G25400	1
intron	9213582	AT3G25400	1
intron	9213651	AT3G25400	4
intron	9213736	AT3G25400	1
3UTR	9214246	AT3G25410	1
3UTR	9214452	AT3G25410	5
3UTR	9225702	AT3G25440	1
3UTR	9235173	AT3G25470	136
3UTR	9235247	AT3G25480	1
3UTR	9251184	AT3G25500	1
3UTR	9251215	AT3G25500	1
3UTR	9271685	AT3G25530	1
3UTR	9271751	AT3G25530	2
3UTR	9271859	AT3G25530	4
3UTR	9276652	AT3G25540	3
intron	9274990	AT3G25540	1
3UTR	9294256	AT3G25580	1
3UTR	9298724	AT3G25585	1
CDS	9302583	AT3G25590	1
CDS	9306546	AT3G25597	1
3UTR	9307894	AT3G25600	2
3UTR	9308008	AT3G25600	21
3UTR	9308869	AT3G25610	2
3UTR	9316626	AT3G25620	2
3UTR	9334610	AT3G25640	1
3UTR	9334754	AT3G25640	5
3UTR	9334803	AT3G25640	4
3UTR	9334837	AT3G25640	2
CDS	9333985	AT3G25640	1
3UTR	9337474	AT3G25655	16
3UTR	9337528	AT3G25655	11
3UTR	9337579	AT3G25655	8
3UTR	9337659	AT3G25655	3
3UTR	9339405	AT3G25660	2
3UTR	9344491	AT3G25670	1
3UTR	9360353	AT3G25700	1
3UTR	9360423	AT3G25700	10
3UTR	9371272	AT3G25710	1
3UTR	9371425	AT3G25710	1
3UTR	9371461	AT3G25710	1
3UTR	9399790	AT3G25740	1
3UTR	9405128	AT3G25760	20
3UTR	9405160	AT3G25760	2
3UTR	9410474	AT3G25780	2
3UTR	9410517	AT3G25780	26
intron	9426826	AT3G25805	1
3UTR	9452886	AT3G25840	1
3UTR	9459476	AT3G25855	1
CDS	9459751	AT3G25855	1
3UTR	9462782	AT3G25860	1
3UTR	9463323	AT3G25870	28
3UTR	9463356	AT3G25870	3
3UTR	9463490	AT3G25870	1
3UTR	9470395	AT3G25882	2
3UTR	9470428	AT3G25882	6
3UTR	9477156	AT3G25890	1
3UTR	9477355	AT3G25890	2
3UTR	9482876	AT3G25900	95
3UTR	9482962	AT3G25900	1
intron	9481170	AT3G25900	1
3UTR	9491198	AT3G25910	1
3UTR	9496105	AT3G25940	1
3UTR	9496144	AT3G25940	1
3UTR	9497299	AT3G25950	1
3UTR	9500057	AT3G25970	1
3UTR	9504709	AT3G25980	2
3UTR	9516686	AT3G26020	1
3UTR	9516867	AT3G26020	6
3UTR	9516903	AT3G26020	1
3UTR	9519502	AT3G26030	145
3UTR	9519565	AT3G26030	14
3UTR	9530593	AT3G26080	1
3UTR	9535560	AT3G26090	4
3UTR	9535630	AT3G26090	13
CDS	9539614	AT3G26100	1
3UTR	9544377	AT3G26115	5
3UTR	9578170	AT3G26180	1
3UTR	9593100	AT3G26210	8
3UTR	9593166	AT3G26210	4
3UTR	9593198	AT3G26210	4
3UTR	9593247	AT3G26210	1
3UTR	9597928	AT3G26230	2
3UTR	9603873	AT3G26240	1
3UTR	9603907	AT3G26240	8
3UTR	9603987	AT3G26240	1
3UTR	9630128	AT3G26280	2
3UTR	9630166	AT3G26280	3
3UTR	9630199	AT3G26280	50
3UTR	9630278	AT3G26280	1
CDS	9630849	AT3G26280	2
intron	9630985	AT3G26280	2
3UTR	9639145	AT3G26300	1
CDS	9640843	AT3G26300	1
3UTR	9640904	AT3G26310	1
3UTR	9644259	AT3G26320	1
3UTR	9646791	AT3G26330	6
3UTR	9650342	AT3G26340	1
3UTR	9653461	AT3G26350	3
3UTR	9655630	AT3G26360	1
3UTR	9655657	AT3G26360	8
3UTR	9655822	AT3G26360	5
3UTR	9659809	AT3G26370	1
3UTR	9663286	AT3G26380	21
intron	9662366	AT3G26380	1
3UTR	9675957	AT3G26420	2
3UTR	9676096	AT3G26420	1
intron	9672368	AT3G26420	1
5UTR	9674115	AT3G26430	11
3UTR	9679775	AT3G26440	2
3UTR	9681297	AT3G26450	2
3UTR	9681489	AT3G26450	1
intron	9682925	AT3G26450	1
3UTR	9683868	AT3G26460	19
3UTR	9687187	AT3G26470	1
3UTR	9687073	AT3G26480	1
3UTR	9706332	AT3G26490	6
CDS	9705650	AT3G26490	1
CDS	9708786	AT3G26500	1
intron	9711634	AT3G26510	1
3UTR	9743496	AT3G26539	1
CDS	9759267	AT3G26580	2
3UTR	9761695	AT3G26590	2
3UTR	9771754	AT3G26600	1
3UTR	9771844	AT3G26600	2
3UTR	9771926	AT3G26600	1
CDS	9770846	AT3G26600	1
3UTR	9780389	AT3G26610	1
3UTR	9780498	AT3G26610	3
intron	9783062	AT3G26612	3
3UTR	9803722	AT3G26680	3
3UTR	9803772	AT3G26680	3
CDS	9802476	AT3G26680	1
CDS	9814480	AT3G26710	10
intron	9814110	AT3G26710	1
CDS	9820444	AT3G26720	1
CDS	9824997	AT3G26730	1
intron	9826073	AT3G26730	1
3UTR	9828475	AT3G26740	1
CDS	9828202	AT3G26740	25
3UTR	9831861	AT3G26742	1
3UTR	9832682	AT3G26744	2
CDS	9833589	AT3G26744	1
CDS	9834059	AT3G26744	4
3UTR	9839974	AT3G26750	24
3UTR	9847203	AT3G26770	1
3UTR	9850303	AT3G26780	8
3UTR	9850395	AT3G26780	2
3UTR	9870578	AT3G26810	1
3UTR	9870757	AT3G26810	1
intron	9868882	AT3G26810	1
3UTR	9896267	AT3G26840	3
CDS	9907851	AT3G26890	1
3UTR	9915197	AT3G26910	1
3UTR	9923922	AT3G26922	1
3UTR	9923980	AT3G26922	2
3UTR	9924670	AT3G26922	7
5UTR	9935400	AT3G26935	71
5UTR	9945574	AT3G26960	1
3UTR	9946103	AT3G26980	5
3UTR	9946219	AT3G26980	51
3UTR	9946342	AT3G26980	7
intron	9946609	AT3G26980	121
3UTR	9952551	AT3G27000	1
3UTR	9952587	AT3G27000	1
3UTR	9957664	AT3G27010	2
3UTR	9961322	AT3G27020	5
intron	9973729	AT3G27030	1
intron	9973808	AT3G27030	1
intron	9973873	AT3G27030	15
intron	9973935	AT3G27030	14
intron	9973995	AT3G27030	18
3UTR	9984976	AT3G27080	1
3UTR	9985006	AT3G27080	9
3UTR	9991608	AT3G27090	1
3UTR	9991709	AT3G27090	6
3UTR	9991761	AT3G27090	1
3UTR	9999631	AT3G27120	1
CDS	10010824	AT3G27150	1
3UTR	10026939	AT3G27180	1
3UTR	10043421	AT3G27200	1
3UTR	10045313	AT3G27210	2
intron	10046448	AT3G27210	1
3UTR	10051644	AT3G27220	1
intron	10051911	AT3G27220	1
3UTR	10074084	AT3G27270	6
3UTR	10074149	AT3G27270	1
3UTR	10087082	AT3G27310	3
3UTR	10087153	AT3G27310	1
3UTR	10092768	AT3G27320	2
3UTR	10102364	AT3G27325	1
CDS	10121568	AT3G27340	1
CDS	10126969	AT3G27350	1
3UTR	10130829	AT3G27380	12
3UTR	10131061	AT3G27380	18
3UTR	10143117	AT3G27400	1
3UTR	10150222	AT3G27420	2
3UTR	10155219	AT3G27430	15
3UTR	10155343	AT3G27430	3
3UTR	10166734	AT3G27470	1
intron	10163349	AT3G27470	1
intron	10163394	AT3G27470	1
intron	10163454	AT3G27470	2
3UTR	10177853	AT3G27490	2
3UTR	10182744	AT3G27500	2
3UTR	10182921	AT3G27500	2
3UTR	10193551	AT3G27530	1
3UTR	10207337	AT3G27540	2
3UTR	10207370	AT3G27540	1
CDS	10205903	AT3G27540	5
3UTR	10214154	AT3G27570	1
3UTR	10217429	AT3G27580	2
3UTR	10217478	AT3G27580	2
3UTR	10225489	AT3G27610	1
3UTR	10225548	AT3G27610	1
3UTR	10225582	AT3G27610	3
intron	10227326	AT3G27610	2
3UTR	10256989	AT3G27690	4
3UTR	10257113	AT3G27690	1
3UTR	10257084	AT3G27700	1
3UTR	10257371	AT3G27700	8
3UTR	10257459	AT3G27700	1
3UTR	10281227	AT3G27740	2
3UTR	10281281	AT3G27740	42
3UTR	10281310	AT3G27740	1
intron	10316384	AT3G27820	1
3UTR	10319281	AT3G27830	3
3UTR	10319421	AT3G27830	1
3UTR	10325628	AT3G27850	1
3UTR	10339209	AT3G27880	2
3UTR	10339266	AT3G27880	2
3UTR	10339382	AT3G27880	1
3UTR	10339481	AT3G27880	4
intron	10347073	AT3G27884	2
intron	10347159	AT3G27884	1
3UTR	10350670	AT3G27890	1
3UTR	10355499	AT3G27906	8
3UTR	10355631	AT3G27906	5
3UTR	10355681	AT3G27906	1
3UTR	10355745	AT3G27906	1
3UTR	10376411	AT3G27940	2
intron	10373600	AT3G27940	1
3UTR	10379908	AT3G27950	1
3UTR	10379935	AT3G27950	1
intron	10395064	AT3G27990	1
intron	10396500	AT3G27990	1
3UTR	10408113	AT3G28007	1
3UTR	10445455	AT3G28050	1
3UTR	10451025	AT3G28070	1
CDS	10460456	AT3G28100	1
intron	10459469	AT3G28100	1
intron	10459815	AT3G28100	1
3UTR	10468870	AT3G28130	3
3UTR	10468925	AT3G28130	1
CDS	10468106	AT3G28130	2
intron	10468070	AT3G28130	2
3UTR	10471310	AT3G28140	5
3UTR	10519080	AT3G28200	1
3UTR	10519165	AT3G28200	14
3UTR	10519212	AT3G28200	2
CDS	10518754	AT3G28200	1
CDS	10518824	AT3G28200	2
3UTR	10521310	AT3G28210	6
3UTR	10521387	AT3G28210	2
3UTR	10589350	AT3G28340	1
3UTR	10593752	AT3G28345	3
3UTR	10593850	AT3G28345	5
intron	10595324	AT3G28345	1
CDS	10625663	AT3G28380	1
3UTR	10654476	AT3G28420	1
3UTR	10657030	AT3G28430	12
3UTR	10657082	AT3G28430	2
3UTR	10657140	AT3G28430	14
3UTR	10669304	AT3G28450	1
3UTR	10669356	AT3G28450	1
3UTR	10669387	AT3G28450	17
3UTR	10669864	AT3G28455	2
3UTR	10672040	AT3G28460	9
3UTR	10672101	AT3G28460	1
3UTR	10676146	AT3G28480	1
3UTR	10682750	AT3G28500	1
3UTR	10687285	AT3G28510	1
3UTR	10687464	AT3G28510	2
CDS	10686343	AT3G28510	4
3UTR	10700797	AT3G28550	2
3UTR	10728625	AT3G28620	3
3UTR	10747050	AT3G28670	5
3UTR	10747154	AT3G28670	7
3UTR	10762132	AT3G28700	1
3UTR	10784398	AT3G28720	1
3UTR	10788742	AT3G28730	1
3UTR	10792879	AT3G28760	1
intron	10832729	AT3G28830	1
3UTR	10850074	AT3G28850	1
3UTR	10855627	AT3G28857	7
3UTR	10855706	AT3G28857	1
3UTR	10896080	AT3G28880	1
3UTR	10896114	AT3G28880	1
intron	10896611	AT3G28890	1
3UTR	10940335	AT3G28920	3
3UTR	10959742	AT3G28930	2
3UTR	10968005	AT3G28940	1
intron	10968855	AT3G28940	1
CDS	10976440	AT3G28950	1
3UTR	10980598	AT3G28956	1
3UTR	11006469	AT3G29000	3
3UTR	11006526	AT3G29000	1
CDS	11006120	AT3G29000	1
3UTR	11008127	AT3G29010	7
3UTR	11008177	AT3G29010	2
3UTR	11011512	AT3G29030	3
3UTR	11030041	AT3G29034	1
3UTR	11030230	AT3G29034	1
3UTR	11030272	AT3G29034	1
3UTR	11035251	AT3G29035	1
3UTR	11035329	AT3G29035	3
CDS	11051728	AT3G29075	1
CDS	11052035	AT3G29075	3
3UTR	11102331	AT3G29130	31
3UTR	11128620	AT3G29160	2
3UTR	11136125	AT3G29170	2
CDS	11137302	AT3G29170	1
3UTR	11193719	AT3G29250	1
3UTR	11236376	AT3G29270	87
3UTR	11240170	AT3G29290	4
3UTR	11240216	AT3G29290	2
3UTR	11240280	AT3G29290	24
CDS	11251369	AT3G29310	6
CDS	11257720	AT3G29330	1
3UTR	11281908	AT3G29375	1
3UTR	11294657	AT3G29390	5
3UTR	11294730	AT3G29390	4
3UTR	11297318	AT3G29400	1
intron	11307219	AT3G29420	28
3UTR	11382139	AT3G29575	1
3UTR	11478666	AT3G29639	1
3UTR	11529355	AT3G29670	38
3UTR	11589564	AT3G29760	21
3UTR	11589613	AT3G29760	2
CDS	11591577	AT3G29760	12
3UTR	11650675	AT3G29770	1
3UTR	11813683	AT3G30180	1
3UTR	11921200	AT3G30300	2
3UTR	11921235	AT3G30300	1
intron	11923102	AT3G30300	1
3UTR	11960332	AT3G30350	1
3UTR	11976777	AT3G30380	4
3UTR	11977066	AT3G30390	1
3UTR	12349858	AT3G30720	4
3UTR	12349952	AT3G30720	1
3UTR	12448761	AT3G30775	1
CDS	12593240	AT3G30841	3
3UTR	13032364	AT3G32030	1
3UTR	13047677	AT3G32040	10
3UTR	13062935	AT3G32047	2
