region	coord	gene	WT PAT#	Oxt6 PAT#
3UTR	11190783	AT3G29230	6	12
3UTR	11192983	AT3G29240	72	46
CDS	11192363	AT3G29240	1	4
3UTR	11193576	AT3G29250	37	16
3UTR	11193688	AT3G29250	22	1
3UTR	11251586	AT3G29310	1	2
3UTR	11251638	AT3G29310	13	39
3UTR	11251703	AT3G29310	2	1
3UTR	11251773	AT3G29310	1	1
3UTR	11251821	AT3G29310	12	4
3UTR	11251853	AT3G29310	1	2
CDS	11251227	AT3G29310	3	2
3UTR	11257763	AT3G29320	115	83
3UTR	11257654	AT3G29330	8	1
3UTR	11267137	AT3G29360	82	21
3UTR	11267217	AT3G29360	6	17
3UTR	11267268	AT3G29360	9	3
3UTR	11279111	AT3G29370	15	8
3UTR	11279189	AT3G29370	2	1
3UTR	11281976	AT3G29375	8	14
3UTR	11282045	AT3G29375	3	3
3UTR	11294626	AT3G29390	2	1
3UTR	11297179	AT3G29400	53	1
3UTR	11297257	AT3G29400	1	1
3UTR	11382251	AT3G29575	46	4
3UTR	11650813	AT3G29770	15	2
3UTR	11650868	AT3G29770	1	2
3UTR	11722387	AT3G29800	172	77
3UTR	11730227	AT3G29810	38	4
3UTR	11921169	AT3G30300	10	5
3UTR	11976748	AT3G30380	4	1
5UTR	11974271	AT3G30380	422	364
3UTR	11976890	AT3G30390	1722	905
3UTR	11976954	AT3G30390	3	15
3UTR	11977015	AT3G30390	3	3
3UTR	12349821	AT3G30720	4	3
3UTR	12448641	AT3G30775	95	236
3UTR	13490835	AT3G32930	4	9
3UTR	13490952	AT3G32940	18	73
3UTR	13526314	AT3G32980	2022	81
3UTR	14093676	AT3G33520	1	2
3UTR	14093650	AT3G33530	53	47
3UTR	14228495	AT3G42050	47	340
3UTR	14228586	AT3G42050	145	61
3UTR	14311540	AT3G42150	46	63
3UTR	14311585	AT3G42150	25	10
3UTR	14324067	AT3G42170	5	3
3UTR	14723858	AT3G42630	42	2
3UTR	14755801	AT3G42660	1	6
3UTR	14755758	AT3G42670	13	64
3UTR	14877959	AT3G42790	58	18
3UTR	14878009	AT3G42790	3	5
3UTR	14946186	AT3G42860	7	6
3UTR	15179021	AT3G43190	5	1
3UTR	15196121	AT3G43210	6	2
3UTR	15196918	AT3G43220	45	45
3UTR	15209767	AT3G43230	8	15
3UTR	15209935	AT3G43240	19	8
3UTR	15222361	AT3G43270	316	1982
3UTR	15234058	AT3G43300	14	6
3UTR	15354582	AT3G43430	3	2
3UTR	15370060	AT3G43440	43	1
3UTR	15407902	AT3G43520	148	48
3UTR	15433105	AT3G43540	3	7
3UTR	15433173	AT3G43540	67	68
3UTR	15433268	AT3G43540	3	3
3UTR	15512550	AT3G43590	15	31
3UTR	15512618	AT3G43600	4	2
3UTR	15517644	AT3G43610	4	6
3UTR	15517703	AT3G43610	1	1
3UTR	15569881	AT3G43670	118	47
3UTR	15603790	AT3G43700	14	13
3UTR	15615390	AT3G43720	120	191
intron	15616633	AT3G43720	1	1
3UTR	15645622	AT3G43740	58	10
3UTR	15645663	AT3G43740	16	4
3UTR	15661883	AT3G43800	2	5
3UTR	15661927	AT3G43800	14	2
3UTR	15664398	AT3G43810	678	85
CDS	15664837	AT3G43810	1	8
3UTR	15774055	AT3G43960	21	2
CDS	15774122	AT3G43960	3	39
CDS	15775313	AT3G43960	3	36
3UTR	15778419	AT3G43980	738	1602
3UTR	15799984	AT3G44010	934	19
3UTR	15802657	AT3G44020	6	11
CDS	15819794	AT3G44050	2	4
3UTR	15866080	AT3G44100	368	28
3UTR	15868925	AT3G44110	106	50
3UTR	15868975	AT3G44110	4	31
3UTR	15888845	AT3G44150	68	28
3UTR	15888820	AT3G44160	8	1
3UTR	15888891	AT3G44160	90	173
3UTR	15901806	AT3G44190	895	44
3UTR	15911521	AT3G44200	2	1
CDS	15910093	AT3G44200	1	3
3UTR	15952003	AT3G44260	4	3
3UTR	15952073	AT3G44260	1762	325
3UTR	15952194	AT3G44260	308	57
3UTR	15968594	AT3G44280	37	4
3UTR	15985417	AT3G44300	476	1738
3UTR	15989025	AT3G44310	203	261
3UTR	15995682	AT3G44320	180	128
3UTR	16010961	AT3G44330	78	3
3UTR	16011643	AT3G44340	36	42
3UTR	16036182	AT3G44380	17	1
3UTR	16069120	AT3G44430	3	1
3UTR	16074148	AT3G44450	18	1
3UTR	16090519	AT3G44480	15	1
3UTR	16108136	AT3G44510	1	6
3UTR	16121486	AT3G44530	4	4
3UTR	16141521	AT3G44550	35	16
3UTR	16141616	AT3G44550	2	2
3UTR	16164779	AT3G44590	18	1
3UTR	16164875	AT3G44590	36	2
3UTR	16188223	AT3G44610	109	354
3UTR	16195723	AT3G44620	5	54
CDS	16220919	AT3G44670	1	2
CDS	16220965	AT3G44670	12	2
3UTR	16273150	AT3G44720	25	4
3UTR	16273252	AT3G44720	163	10
3UTR	16291105	AT3G44735	1	1
3UTR	16295937	AT3G44740	3	1
3UTR	16299794	AT3G44750	1	17
3UTR	16330468	AT3G44790	1	1
3UTR	16374374	AT3G44850	2	5
3UTR	16374422	AT3G44850	2	1
3UTR	16381072	AT3G44860	112	2
3UTR	16386216	AT3G44880	2	1
3UTR	16386281	AT3G44880	45	4
3UTR	16388408	AT3G44890	145	494
3UTR	16435024	AT3G44970	2	10
3UTR	16435130	AT3G44970	1	2
3UTR	16447033	AT3G44990	2	1
3UTR	16468968	AT3G45010	20	2
3UTR	16468960	AT3G45020	2	1
3UTR	16471420	AT3G45030	14	6
3UTR	16471488	AT3G45030	32	23
3UTR	16472669	AT3G45040	151	8
3UTR	16477452	AT3G45050	70	2
3UTR	16486282	AT3G45070	31	1
3UTR	16497405	AT3G45093	135	114
3UTR	16529268	AT3G45140	4	62
3UTR	16529327	AT3G45140	96	18
intron	16525963	AT3G45140	2	1
3UTR	16533450	AT3G45160	60	175
3UTR	16541769	AT3G45190	562	2012
3UTR	16569847	AT3G45230	10	6
3UTR	16570526	AT3G45240	25	4
3UTR	16621551	AT3G45300	121	120
3UTR	16628436	AT3G45310	1	4
3UTR	16628544	AT3G45310	7	10
3UTR	16653859	AT3G45410	30	3
3UTR	16733754	AT3G45600	3	1
3UTR	16733828	AT3G45600	109	61
3UTR	16748129	AT3G45620	12	1
3UTR	16748106	AT3G45630	35	1
3UTR	16758692	AT3G45640	1110	12
3UTR	16761434	AT3G45650	48	5
3UTR	16784656	AT3G45710	1	1
3UTR	16790465	AT3G45730	6	1
3UTR	16790586	AT3G45730	5	7
3UTR	16805510	AT3G45770	1	7
3UTR	16805579	AT3G45770	9	10
3UTR	16824054	AT3G45780	267	18
CDS	16819235	AT3G45780	1	2
3UTR	16845477	AT3G45830	3	1
3UTR	16855569	AT3G45850	4	2
3UTR	16855669	AT3G45850	18	727
3UTR	16874186	AT3G45890	1	15
3UTR	16874250	AT3G45890	3	78
3UTR	16874312	AT3G45890	17	11
3UTR	16874413	AT3G45900	25	39
3UTR	16874468	AT3G45900	1	3
3UTR	16883806	AT3G45930	110	155
3UTR	16897335	AT3G45970	33	1
3UTR	16897255	AT3G45980	9	9
3UTR	16897353	AT3G45980	21	25
3UTR	16897395	AT3G45980	1	9
3UTR	16907497	AT3G46000	808	105
3UTR	16909442	AT3G46010	21	5
3UTR	16909495	AT3G46010	17	239
3UTR	16912299	AT3G46020	11	4
3UTR	16912338	AT3G46020	2	42
3UTR	16913478	AT3G46030	153	48
3UTR	16915679	AT3G46040	454	38
3UTR	16919991	AT3G46060	82	194
3UTR	16920296	AT3G46070	1	1
3UTR	16922638	AT3G46080	4	49
3UTR	16926215	AT3G46090	38	289
3UTR	16928364	AT3G46100	32	16
3UTR	16933710	AT3G46110	31	6
3UTR	16952590	AT3G46170	4	6
3UTR	16954401	AT3G46180	4	3
3UTR	16971200	AT3G46200	24	7
3UTR	16984119	AT3G46230	11	9
CDS	16984371	AT3G46230	8	15
CDS	16984456	AT3G46230	1	10
3UTR	17000738	AT3G46270	4	1
3UTR	17005410	AT3G46280	6	2
3UTR	17005482	AT3G46280	191	10
3UTR	17005565	AT3G46280	1	10
3UTR	17015682	AT3G46290	1	7
3UTR	17015758	AT3G46290	21	25
3UTR	17019913	AT3G46320	17	16
3UTR	17088812	AT3G46430	411	29
3UTR	17089039	AT3G46440	65	58
3UTR	17089151	AT3G46440	1	3
3UTR	17092937	AT3G46450	60	4
3UTR	17095901	AT3G46460	85	1
3UTR	17119591	AT3G46490	22	8
3UTR	17123816	AT3G46510	123	29
3UTR	17130601	AT3G46530	9	1
3UTR	17134093	AT3G46540	27	11
CDS	17135055	AT3G46540	2	1
3UTR	17136392	AT3G46550	23	5
3UTR	17149509	AT3G46580	32	23
3UTR	17159818	AT3G46600	1	1
3UTR	17159890	AT3G46600	13	35
3UTR	17178763	AT3G46620	5	2
3UTR	17180999	AT3G46630	20	5
5UTR	17183125	AT3G46640	25	2
intron	17194473	AT3G46668	8	11
3UTR	17192639	AT3G46670	17	12
3UTR	17192743	AT3G46670	2	11
3UTR	17197583	AT3G46690	1	3
3UTR	17197627	AT3G46690	6	20
3UTR	17197661	AT3G46690	10	10
5UTR	17199203	AT3G46690	1	1
3UTR	17200318	AT3G46700	11	2
3UTR	17200358	AT3G46700	9	4
3UTR	17215904	AT3G46740	320	70
3UTR	17231148	AT3G46780	436	1870
intron	17229405	AT3G46780	1	1
3UTR	17246386	AT3G46830	15	4
3UTR	17246537	AT3G46830	237	12
3UTR	17264470	AT3G46870	4	4
3UTR	17266396	AT3G46890	4	4
3UTR	17280324	AT3G46920	7	11
3UTR	17288263	AT3G46930	8	1
3UTR	17290923	AT3G46950	1	1
3UTR	17290941	AT3G46960	21	382
CDS	17292777	AT3G46960	1	2
3UTR	17301396	AT3G46970	302	213
3UTR	17313684	AT3G47000	50	249
3UTR	17313747	AT3G47000	3	15
3UTR	17316657	AT3G47010	20	23
3UTR	17316705	AT3G47010	1	3
3UTR	17328039	AT3G47050	2	1
3UTR	17336969	AT3G47060	4	1
3UTR	17337093	AT3G47070	496	1756
3UTR	17338106	AT3G47080	5	1
3UTR	17360010	AT3G47160	742	1309
3UTR	17399863	AT3G47250	2	3
3UTR	17399948	AT3G47250	236	157
CDS	17401020	AT3G47250	2	1
3UTR	17423545	AT3G47290	47	37
3UTR	17428463	AT3G47300	40	4
3UTR	17437816	AT3G47340	1	4
3UTR	17437855	AT3G47340	12	9
3UTR	17437962	AT3G47340	1614	888
3UTR	17453521	AT3G47370	177	1231
3UTR	17472395	AT3G47420	8	87
3UTR	17481784	AT3G47430	35	12
3UTR	17483079	AT3G47450	99	132
3UTR	17483174	AT3G47450	1	13
3UTR	17493398	AT3G47460	10	18
3UTR	17493498	AT3G47460	6	4
3UTR	17493447	AT3G47470	234772	644860
CDS	17493976	AT3G47470	1	7
intron	17493756	AT3G47470	3	10
3UTR	17496279	AT3G47480	3	1
3UTR	17503936	AT3G47500	1	2
3UTR	17503999	AT3G47500	2	5
3UTR	17504196	AT3G47500	88	216
3UTR	17511729	AT3G47510	28	7
3UTR	17511843	AT3G47510	30	1
3UTR	17515028	AT3G47520	8	2
3UTR	17522270	AT3G47540	11	2
3UTR	17536074	AT3G47590	101	312
3UTR	17539286	AT3G47600	2	2
3UTR	17539312	AT3G47600	2	18
3UTR	17539529	AT3G47600	1	10
3UTR	17551281	AT3G47610	1	4
3UTR	17551445	AT3G47610	26	6
3UTR	17560768	AT3G47620	248	20
3UTR	17562993	AT3G47630	2	1
3UTR	17563076	AT3G47630	1	1
3UTR	17563194	AT3G47630	1	2
3UTR	17569308	AT3G47640	27	1
3UTR	17570422	AT3G47650	365	31
3UTR	17583648	AT3G47700	10	52
3UTR	17594143	AT3G47730	64	8
3UTR	17629114	AT3G47780	23	6
3UTR	17637144	AT3G47800	18	42
3UTR	17637203	AT3G47800	1	1
3UTR	17637156	AT3G47810	29	9
3UTR	17650036	AT3G47833	48	20
3UTR	17654122	AT3G47850	66	22
3UTR	17654178	AT3G47850	1	3
3UTR	17656741	AT3G47860	66	253
CDS	17657334	AT3G47860	1	9
3UTR	17666968	AT3G47890	6	1
3UTR	17674416	AT3G47910	13	3
3UTR	17687598	AT3G47930	17	25
3UTR	17697974	AT3G47960	187	8
3UTR	17698005	AT3G47960	17	1
3UTR	17713125	AT3G47990	23	11
3UTR	17716932	AT3G48000	3198	6575
CDS	17717183	AT3G48000	34	129
3UTR	17725184	AT3G48020	58	3
intron	17726403	AT3G48030	1	2
intron	17726714	AT3G48030	866	1519
3UTR	17733532	AT3G48050	5	2
3UTR	17733592	AT3G48050	105	420
3UTR	17743095	AT3G48060	13	13
3UTR	17758837	AT3G48100	78	41
3UTR	17771041	AT3G48110	1	18
3UTR	17771086	AT3G48110	2	2
3UTR	17774675	AT3G48120	4	16
3UTR	17774703	AT3G48120	1	15
CDS	17772605	AT3G48120	1	36
3UTR	17779493	AT3G48140	397	67
3UTR	17779564	AT3G48140	1	2
3UTR	17779707	AT3G48150	5	6
3UTR	17786152	AT3G48170	14	4
3UTR	17792977	AT3G48185	32	2
3UTR	17828553	AT3G48190	151	30
intron	17807471	AT3G48190	1	1
3UTR	17832783	AT3G48200	13	1
3UTR	17832857	AT3G48200	12	2
3UTR	17881252	AT3G48280	6	3
3UTR	17881297	AT3G48280	3	3
3UTR	17889810	AT3G48310	1	3
3UTR	17892882	AT3G48320	1	3
3UTR	17899259	AT3G48340	9	1
3UTR	17907562	AT3G48350	33	80
3UTR	17908204	AT3G48360	80	37
3UTR	17908280	AT3G48360	2	26
3UTR	17920157	AT3G48380	31	26
3UTR	17920238	AT3G48380	10	3
3UTR	17923441	AT3G48390	2	1
3UTR	17925719	AT3G48400	3	1
3UTR	17931662	AT3G48420	78	19
3UTR	17931739	AT3G48420	1	1
3UTR	17940670	AT3G48430	2	4
3UTR	17943789	AT3G48440	26	6
3UTR	17951128	AT3G48460	13	9
intron	17954486	AT3G48470	17	65
3UTR	17961956	AT3G48490	72	2313
3UTR	17965483	AT3G48500	8	35
3UTR	17965616	AT3G48500	1	1
CDS	17965223	AT3G48500	1	7
3UTR	17967448	AT3G48510	2	1
3UTR	17974976	AT3G48520	224	108
3UTR	17989732	AT3G48530	296	11
3UTR	17994731	AT3G48550	37	133
3UTR	18001210	AT3G48560	1	3
3UTR	18001321	AT3G48560	1775	2829
3UTR	18003898	AT3G48570	9	3
3UTR	18003925	AT3G48570	10	4
3UTR	18008656	AT3G48590	63	35
3UTR	18011544	AT3G48610	22	2
3UTR	18018181	AT3G48630	9	7
3UTR	18021360	AT3G48640	1	2
3UTR	18021429	AT3G48640	9	3
intron	18029999	AT3G48660	17	9
3UTR	18037017	AT3G48680	57	83
3UTR	18037070	AT3G48680	1	2
3UTR	18036987	AT3G48690	1	1
3UTR	18037049	AT3G48690	27	3
3UTR	18037145	AT3G48690	19	74
3UTR	18038728	AT3G48700	1	11
3UTR	18044193	AT3G48710	5	3
3UTR	18049465	AT3G48720	230	139
3UTR	18051703	AT3G48730	1041	2513
CDS	18051382	AT3G48730	2	5
3UTR	18052599	AT3G48740	358	19
3UTR	18074418	AT3G48750	9	12
3UTR	18074551	AT3G48750	238	230
3UTR	18078229	AT3G48760	147	218
3UTR	18092429	AT3G48780	158	149
3UTR	18092545	AT3G48780	1	1
3UTR	18095299	AT3G48790	2	1
3UTR	18095663	AT3G48800	11	5
3UTR	18095758	AT3G48800	28	180
3UTR	18099728	AT3G48820	18	24
3UTR	18099781	AT3G48820	2	20
3UTR	18122195	AT3G48870	20	3
3UTR	18122276	AT3G48870	10	22
3UTR	18129125	AT3G48880	107	156
3UTR	18129223	AT3G48880	131	111
3UTR	18131518	AT3G48890	26	3
3UTR	18136321	AT3G48900	1	2
3UTR	18140887	AT3G48930	170	19
3UTR	18158810	AT3G48990	167	55
3UTR	18165890	AT3G49000	2	1
3UTR	18165969	AT3G49000	4	1
3UTR	18166872	AT3G49010	282	1090
3UTR	18183729	AT3G49050	3	5
3UTR	18187226	AT3G49060	22	3
3UTR	18194228	AT3G49080	9	1
CDS	18196054	AT3G49080	1	2
3UTR	18198428	AT3G49100	88	580
3UTR	18203125	AT3G49110	22	3
3UTR	18210129	AT3G49120	331	18
3UTR	18221983	AT3G49160	2	3
3UTR	18226927	AT3G49170	5	250
3UTR	18253732	AT3G49220	372	1768
3UTR	18253915	AT3G49220	1	9
3UTR	18265981	AT3G49260	38	20
CDS	18264945	AT3G49260	32	188
3UTR	18284861	AT3G49310	182	47
3UTR	18297319	AT3G49350	6	1
3UTR	18297380	AT3G49350	43	50
3UTR	18303059	AT3G49360	50	3
3UTR	18314600	AT3G49390	2	1
3UTR	18331393	AT3G49420	6	3
3UTR	18335023	AT3G49430	149	303
3UTR	18342347	AT3G49470	7	5
3UTR	18344743	AT3G49490	106	206
3UTR	18362458	AT3G49530	549	332
CDS	18362825	AT3G49530	6	9
3UTR	18371946	AT3G49560	1	18
3UTR	18371986	AT3G49560	26	9
3UTR	18372446	AT3G49570	1	2
3UTR	18375321	AT3G49580	61	375
3UTR	18380267	AT3G49590	87	12
3UTR	18387384	AT3G49601	10	27
CDS	18387736	AT3G49601	1	1
3UTR	18396816	AT3G49620	44	112
3UTR	18400297	AT3G49640	4	1
3UTR	18400346	AT3G49640	1	1
3UTR	18403068	AT3G49645	3	2
3UTR	18415384	AT3G49660	1	2
intron	18417796	AT3G49668	5	4
3UTR	18421104	AT3G49670	164	58
CDS	18420722	AT3G49670	4	2
3UTR	18425651	AT3G49680	58	26
3UTR	18440026	AT3G49710	1	2
3UTR	18440008	AT3G49720	593	131
3UTR	18442293	AT3G49725	10	4
3UTR	18466382	AT3G49780	4	3
3UTR	18467947	AT3G49790	1	1
3UTR	18468128	AT3G49790	3	1
3UTR	18471683	AT3G49800	84	81
3UTR	18471751	AT3G49800	5	43
3UTR	18487007	AT3G49840	9	13
3UTR	18488250	AT3G49845	43	1
3UTR	18490897	AT3G49850	17	3
3UTR	18492473	AT3G49870	47	3
3UTR	18504920	AT3G49910	1754	195
3UTR	18511029	AT3G49930	8	1
3UTR	18515472	AT3G49940	185	175
3UTR	18524083	AT3G49960	88	1
3UTR	18536879	AT3G50000	10	1
3UTR	18537152	AT3G50010	6	1
3UTR	18549285	AT3G50040	1	2
3UTR	18558011	AT3G50060	6	9
3UTR	18574468	AT3G50080	10	8
3UTR	18585133	AT3G50120	15	95
3UTR	18614076	AT3G50210	1	1
3UTR	18614173	AT3G50210	112	79
3UTR	18617547	AT3G50220	6	1
3UTR	18623308	AT3G50240	28	177
3UTR	18635331	AT3G50260	143	4
3UTR	18637354	AT3G50270	35	20
3UTR	18639264	AT3G50280	1	1
3UTR	18639306	AT3G50280	26	1
3UTR	18645446	AT3G50300	7	1
3UTR	18673920	AT3G50350	21	3
3UTR	18675634	AT3G50360	15	21
3UTR	18676115	AT3G50370	62	171
CDS	18682739	AT3G50370	1	2
3UTR	18686430	AT3G50380	5	20
3UTR	18710842	AT3G50410	19	13
3UTR	18717420	AT3G50430	1	1
3UTR	18717320	AT3G50440	45	8
3UTR	18741589	AT3G50500	2064	1523
CDS	18743734	AT3G50500	59	1204
3UTR	18749576	AT3G50520	6	8
3UTR	18760407	AT3G50550	10	1
3UTR	18760447	AT3G50550	6	1
3UTR	18760511	AT3G50550	11	5
intron	18761632	AT3G50560	1	1
3UTR	18779400	AT3G50590	56	8
CDS	18777053	AT3G50590	1	1
3UTR	18801566	AT3G50630	11	2
3UTR	18803689	AT3G50640	10	1
3UTR	18803759	AT3G50640	10	1
3UTR	18803802	AT3G50640	31	1
3UTR	18814202	AT3G50660	7	8
3UTR	18826402	AT3G50670	186	346
3UTR	18834167	AT3G50685	279	1134
3UTR	18834989	AT3G50690	81	106
CDS	18836055	AT3G50690	1	5
CDS	18836211	AT3G50690	11	35
intron	18835856	AT3G50690	2	11
3UTR	18855158	AT3G50740	308	244
3UTR	18855223	AT3G50740	1	31
3UTR	18855254	AT3G50740	1	3
3UTR	18862012	AT3G50750	25	6
3UTR	18874629	AT3G50770	1	9
3UTR	18874748	AT3G50770	10	3
3UTR	18875420	AT3G50780	58	80
3UTR	18875485	AT3G50780	3	5
3UTR	18879956	AT3G50790	30	10
3UTR	18888871	AT3G50810	17	1
3UTR	18890954	AT3G50820	36	574
3UTR	18893824	AT3G50830	15	1
3UTR	18893935	AT3G50830	107	9
3UTR	18893989	AT3G50830	2	8
3UTR	18894048	AT3G50830	2	5
3UTR	18896269	AT3G50840	13	14
3UTR	18899935	AT3G50845	21	45
3UTR	18904193	AT3G50860	46	2
3UTR	18914961	AT3G50880	104	2
3UTR	18918711	AT3G50900	13	2
3UTR	18922153	AT3G50910	9	1
3UTR	18922228	AT3G50910	23	16
3UTR	18922280	AT3G50910	3	5
3UTR	18922338	AT3G50920	34	6
3UTR	18931768	AT3G50930	59	1
3UTR	18935599	AT3G50940	5	1
3UTR	18938800	AT3G50950	340	2187
3UTR	18942805	AT3G50980	1	2
3UTR	18945108	AT3G51000	16	1
3UTR	18946702	AT3G51010	159	35
3UTR	18950999	AT3G51030	25	8
3UTR	18952211	AT3G51040	24	1
3UTR	18957916	AT3G51050	158	196
3UTR	18957987	AT3G51050	71	49
3UTR	18974879	AT3G51080	1	14
3UTR	18985821	AT3G51110	24	1
CDS	18989536	AT3G51120	2	102
3UTR	18997558	AT3G51130	63	151
3UTR	18999619	AT3G51140	3	34
3UTR	19006658	AT3G51150	1	1
3UTR	19007065	AT3G51160	17	27
3UTR	19023104	AT3G51230	3	1
3UTR	19026784	AT3G51240	1	2
3UTR	19026871	AT3G51240	2	7
3UTR	19030622	AT3G51250	1	1
3UTR	19032909	AT3G51260	20	2
3UTR	19033038	AT3G51260	239	27
3UTR	19036850	AT3G51270	222	1812
3UTR	19044499	AT3G51310	32	9
3UTR	19049605	AT3G51320	3	3
3UTR	19052589	AT3G51325	12	6
3UTR	19052715	AT3G51325	10	5
3UTR	19072126	AT3G51370	198	24
3UTR	19078096	AT3G51390	38	54
3UTR	19078135	AT3G51390	6	1
3UTR	19078019	AT3G51400	25	2
3UTR	19078060	AT3G51400	2	1
3UTR	19085596	AT3G51420	217	73
3UTR	19085776	AT3G51420	1	2
3UTR	19085818	AT3G51420	74	23
3UTR	19088024	AT3G51430	52	15
3UTR	19088064	AT3G51430	29	6
3UTR	19088123	AT3G51430	4	3
3UTR	19092432	AT3G51450	3	1
3UTR	19092498	AT3G51450	73	8
3UTR	19092555	AT3G51450	7	13
intron	19091833	AT3G51450	6	3
3UTR	19097337	AT3G51460	30	6
3UTR	19097385	AT3G51460	7	2
5UTR	19092690	AT3G51460	1	1
3UTR	19110026	AT3G51510	146	6
3UTR	19112682	AT3G51520	49	39
3UTR	19112763	AT3G51520	23	3
3UTR	19112742	AT3G51530	21	3
3UTR	19112844	AT3G51530	1	4
3UTR	19117603	AT3G51550	446	288
3UTR	19130811	AT3G51580	1	1
3UTR	19130931	AT3G51580	4	4
3UTR	19138428	AT3G51600	2984	2879
3UTR	19138509	AT3G51600	1	23
3UTR	19139538	AT3G51610	600	5605
3UTR	19139624	AT3G51610	47	1826
3UTR	19152083	AT3G51632	8	1
3UTR	19152202	AT3G51632	4	15
3UTR	19157267	AT3G51640	23	418
3UTR	19157320	AT3G51640	134	99
3UTR	19162382	AT3G51650	163	460
3UTR	19164136	AT3G51660	26	3
3UTR	19171079	AT3G51670	65	1
3UTR	19171151	AT3G51670	6	1
3UTR	19188692	AT3G51730	693	30
3UTR	19199780	AT3G51770	89	18
3UTR	19199912	AT3G51770	62	125
3UTR	19200127	AT3G51770	15	26
3UTR	19206876	AT3G51780	7	1
3UTR	19211098	AT3G51800	6	7
CDS	19211441	AT3G51800	1	1
3UTR	19225247	AT3G51830	10	11
3UTR	19225277	AT3G51830	8	2
3UTR	19225395	AT3G51840	42	101
3UTR	19225582	AT3G51840	1	6
3UTR	19235890	AT3G51850	56	13
3UTR	19242792	AT3G51860	9	3
3UTR	19249554	AT3G51890	41	437
3UTR	19251370	AT3G51895	4	2
3UTR	19251415	AT3G51895	4	3
3UTR	19268071	AT3G51920	157	11
3UTR	19273061	AT3G51930	12	25
3UTR	19273459	AT3G51940	1	5
3UTR	19289179	AT3G51990	24	11
3UTR	19289224	AT3G51990	11	99
3UTR	19289305	AT3G51990	17	25
3UTR	19309570	AT3G52050	8	1
3UTR	19310537	AT3G52060	733	623
3UTR	19310632	AT3G52060	16	94
3UTR	19310726	AT3G52060	10	524
CDS	19313054	AT3G52070	1	101
3UTR	19317785	AT3G52090	1	1
3UTR	19317901	AT3G52090	109	325
3UTR	19322919	AT3G52100	1	1
3UTR	19322951	AT3G52100	4	5
3UTR	19323700	AT3G52105	1	1
3UTR	19323749	AT3G52105	20	4
3UTR	19331944	AT3G52120	13	25
CDS	19331328	AT3G52120	3	2
3UTR	19341602	AT3G52140	71	50
3UTR	19341651	AT3G52140	1	1
CDS	19336515	AT3G52140	1	1
3UTR	19343449	AT3G52150	16	1
3UTR	19344849	AT3G52155	44	16
3UTR	19349725	AT3G52180	28	1
3UTR	19353984	AT3G52190	9	5
3UTR	19366299	AT3G52200	23	4
3UTR	19369350	AT3G52210	5	2
3UTR	19369411	AT3G52210	32	10
3UTR	19369385	AT3G52220	71	636
3UTR	19372586	AT3G52230	786	2802
3UTR	19372697	AT3G52240	89	1
3UTR	19383190	AT3G52250	2	2
3UTR	19383272	AT3G52250	1	1
3UTR	19383421	AT3G52250	6	2
3UTR	19383265	AT3G52260	15	9
3UTR	19388981	AT3G52280	28	4
3UTR	19398293	AT3G52300	414	117
3UTR	19398350	AT3G52300	40	2
3UTR	19402977	AT3G52310	1	2
3UTR	19409264	AT3G52340	77	1146
3UTR	19419659	AT3G52370	27	3
3UTR	19423039	AT3G52380	24	33
3UTR	19425675	AT3G52400	198	13
CDS	19426584	AT3G52400	9	38
3UTR	19430064	AT3G52420	24	6
3UTR	19430181	AT3G52420	29	3
3UTR	19434417	AT3G52430	34	4
3UTR	19440835	AT3G52450	140	25
3UTR	19440894	AT3G52450	13	5
3UTR	19447950	AT3G52460	2	4
3UTR	19451411	AT3G52470	23	8
3UTR	19451606	AT3G52470	49	1
intron	19451721	AT3G52470	1	1
intron	19451813	AT3G52470	3	2
3UTR	19452251	AT3G52480	33	161
3UTR	19452355	AT3G52480	16	655
3UTR	19455739	AT3G52490	1	1
3UTR	19465473	AT3G52500	21	1
3UTR	19465542	AT3G52500	59	55
3UTR	19465587	AT3G52500	6	392
3UTR	19474137	AT3G52520	53	4
3UTR	19488548	AT3G52540	6	3
3UTR	19494377	AT3G52560	176	10
3UTR	19494455	AT3G52560	19	12
3UTR	19494494	AT3G52560	6	3
3UTR	19503000	AT3G52570	22	8
3UTR	19506816	AT3G52590	9	122
3UTR	19506928	AT3G52590	11	2
3UTR	19507006	AT3G52590	1	1
3UTR	19514934	AT3G52640	8	2
CDS	19522715	AT3G52660	1	1
3UTR	19526792	AT3G52670	4	172
3UTR	19526860	AT3G52670	1	6
3UTR	19535854	AT3G52710	1	1
3UTR	19535945	AT3G52710	142	5
3UTR	19542995	AT3G52730	952	173
3UTR	19546322	AT3G52740	10	19
3UTR	19549660	AT3G52750	3	1
3UTR	19565928	AT3G52790	58	56
3UTR	19570528	AT3G52800	24	1
3UTR	19570590	AT3G52800	305	17
3UTR	19570692	AT3G52800	74	4
3UTR	19586247	AT3G52840	12	3
3UTR	19586299	AT3G52840	12	5
3UTR	19591933	AT3G52850	49	169
3UTR	19591990	AT3G52850	2	1
3UTR	19591887	AT3G52860	3	2
3UTR	19593180	AT3G52870	68	8
3UTR	19601295	AT3G52880	443	682
3UTR	19616069	AT3G52910	31	31
3UTR	19626204	AT3G52920	4	3
CDS	19625418	AT3G52920	1	1
3UTR	19627149	AT3G52930	197	110
3UTR	19627212	AT3G52930	130	210
3UTR	19630222	AT3G52940	99	30
