id	Protein IDs	Majority protein IDs	Protein names	Gene names	iBAQ CCL_H rep1	log10 IBAQ CCL rep1	iBAQ CCL_L rep2	log10 IBAQ CCL rep2	iBAQ CCL_L rep3	log10 IBAQ CCL rep3	Median IBAQ CCL	log10 Median CCL	Ratio CCl_H/NoCL_L rep1	Ratio CLL_L/NoCL_H rep2	Ratio CLL_L/NoCL_H rep3	iBAQ	iBAQ L	iBAQ H	iBAQ rep1	iBAQ NoCL_L rep1	iBAQ rep2	iBAQ NoCL_H rep2	iBAQ rep3	iBAQ NoCL_H rep3	GOBP name	GOMF name	GOCC name	KEGG name	Pfam	Ratio H/L count rep1	Ratio H/L count rep2	Ratio H/L count rep3	Intensity L	Intensity H	Intensity rep1	Intensity L rep1	Intensity H rep1	Intensity rep2	Intensity L rep2	Intensity H rep2	Intensity rep3	Intensity L rep3	Intensity H rep3
358	Q8H135;P83484;P83483;Q9C5A9;Q0WM57	Q8H135;P83484;P83483;Q9C5A9;Q0WM57	ATP synthase subunit beta;ATP synthase subunit beta-2, mitochondrial;ATP synthase subunit beta-1, mitochondrial;ATP synthase subunit beta-3, mitochondrial	At5g08670	2717.1	3.4341056225	5331.2	3.7268249754	0	NaN	2717.1	3.4341056225	NaN	NaN	NaN	27112	16499	10614	13885	11168	13228	7896.4	0	0	ATP biosynthetic process;ATP hydrolysis coupled proton transport;ATP metabolic process;ATP synthesis coupled proton transport;biosynthetic process;cation transport;cellular biosynthetic process;cellular metabolic process;cellular nitrogen compound biosynthetic process;cellular nitrogen compound metabolic process;cellular process;energy coupled proton transport, against electrochemical gradient;energy coupled proton transport, down electrochemical gradient;establishment of localization;heterocycle biosynthetic process;heterocycle metabolic process;hydrogen transport;ion transmembrane transport;ion transport;metabolic process;monovalent inorganic cation transport;nitrogen compound metabolic process;nucleobase-containing compound biosynthetic process;nucleobase-containing compound metabolic process;nucleobase-containing small molecule metabolic process;nucleoside phosphate metabolic process;nucleoside triphosphate biosynthetic process;nucleoside triphosphate metabolic process;nucleotide biosynthetic process;nucleotide metabolic process;primary metabolic process;proton transport;purine nucleoside triphosphate biosynthetic process;purine nucleoside triphosphate metabolic process;purine nucleotide biosynthetic process;purine nucleotide metabolic process;purine ribonucleoside triphosphate biosynthetic process;purine ribonucleoside triphosphate metabolic process;purine ribonucleotide biosynthetic process;purine ribonucleotide metabolic process;purine-containing compound biosynthetic process;purine-containing compound metabolic process;response to cadmium ion;response to chemical stimulus;response to inorganic substance;response to metal ion;response to stimulus;ribonucleoside triphosphate biosynthetic process;ribonucleoside triphosphate metabolic process;ribonucleotide biosynthetic process;ribonucleotide metabolic process;small molecule metabolic process;transmembrane transport;transport	adenyl nucleotide binding;adenyl ribonucleotide binding;ATP binding;binding;cation binding;cation transmembrane transporter activity;copper ion binding;hydrogen ion transmembrane transporter activity;hydrogen ion transporting ATP synthase activity, rotational mechanism;inorganic cation transmembrane transporter activity;ion binding;ion transmembrane transporter activity;metal ion binding;monovalent inorganic cation transmembrane transporter activity;nucleic acid binding;nucleotide binding;poly(U) RNA binding;poly-pyrimidine tract binding;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;ribonucleotide binding;RNA binding;single-stranded RNA binding;substrate-specific transmembrane transporter activity;substrate-specific transporter activity;transition metal ion binding;transmembrane transporter activity;transporter activity	cell part;chloroplast envelope;chloroplast part;cytoplasmic part;envelope;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;macromolecular complex;membrane part;mitochondrial membrane part;mitochondrial part;mitochondrial proton-transporting ATP synthase complex, catalytic core F(1);mitochondrial proton-transporting ATP synthase, catalytic core;mitochondrial respiratory chain complex I;NADH dehydrogenase complex;non-membrane-bounded organelle;nuclear part;nucleolus;organelle;organelle envelope;organelle part;plastid envelope;plastid part;protein complex;proton-transporting ATP synthase complex, catalytic core F(1);proton-transporting ATP synthase, catalytic core;proton-transporting two-sector ATPase complex, catalytic domain;respiratory chain complex I	Alzheimer's disease;Huntington's disease;Oxidative phosphorylation;Parkinson's disease	ATP-synt_ab;ATP-synt_ab_C;ATP-synt_ab_N;Synthase_beta	1	1	0	395970	254720	333230	268020	65210	317460	127950	189510	0	0	0
359	P92948	P92948	Cell division cycle 5-like protein	CDC5	2169.1	3.3362795744	0	NaN	0	NaN	0	Err:502	NaN	NaN	NaN	3748.7	1579.7	2169.1	3748.7	1579.7	0	0	0	0	activation of immune response;activation of innate immune response;biological regulation;biosynthetic process;cell cycle;cellular biosynthetic process;cellular macromolecule biosynthetic process;cellular macromolecule metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;cellular response to stimulus;defense response;defense response signaling pathway, resistance gene-dependent;defense response signaling pathway, resistance gene-independent;defense response to bacterium;defense response to fungus;immune response;immune system process;innate immune response;macromolecule biosynthetic process;macromolecule metabolic process;metabolic process;mRNA metabolic process;mRNA processing;multi-organism process;nitrogen compound metabolic process;nucleic acid metabolic process;nucleobase-containing compound metabolic process;positive regulation of biological process;positive regulation of defense response;positive regulation of immune response;positive regulation of immune system process;positive regulation of innate immune response;positive regulation of response to stimulus;primary metabolic process;regulation of biological process;regulation of cellular process;regulation of defense response;regulation of immune response;regulation of immune system process;regulation of innate immune response;regulation of response to stimulus;regulation of response to stress;response to bacterium;response to biotic stimulus;response to fungus;response to other organism;response to stimulus;response to stress;RNA biosynthetic process;RNA metabolic process;RNA processing;RNA splicing;signal transduction;transcription, DNA-dependent	binding;chromatin binding;DNA binding;nucleic acid binding;nucleic acid binding transcription factor activity;sequence-specific DNA binding transcription factor activity	cell part;chloroplast;cytoplasmic part;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;macromolecular complex;membrane-bounded organelle;nuclear part;organelle;organelle part;plastid;ribonucleoprotein complex;spliceosomal complex	Spliceosome	Myb_Cef	1	0	0	75824	104110	179940	75824	104110	0	0	0	0	0	0
360	P92964	P92964	Arginine/serine-rich-splicing factor RSP31	RSP31	0	NaN	0	NaN	67657	4.8303127367	0	Err:502	NaN	NaN	NaN	67657	67657	0	0	0	0	0	67657	0	cellular macromolecule metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;macromolecule metabolic process;metabolic process;mRNA metabolic process;mRNA processing;nitrogen compound metabolic process;nuclear mRNA splicing, via spliceosome;nucleic acid metabolic process;nucleobase-containing compound metabolic process;primary metabolic process;RNA metabolic process;RNA processing;RNA splicing;RNA splicing, via transesterification reactions;RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	binding;nucleic acid binding;nucleotide binding;RNA binding	cell part;intracellular organelle part;intracellular part;macromolecular complex;nuclear body;nuclear part;nuclear speck;nucleoplasm part;organelle part;ribonucleoprotein complex;spliceosomal complex		RRM_1	0	0	0	1014900	0	0	0	0	0	0	0	1014900	1014900	0
361	Q9M0K9;P92965;P92965-3;P92965-2	Q9M0K9;P92965;P92965-3;P92965-2	Arginine/serine-rich-splicing factor RSP40	AT4g25500;RSP40	0	NaN	0	NaN	44858	4.6518399066	0	Err:502	NaN	NaN	NaN	46027	44858	1169.3	0	0	0	0	46027	1169.3	cellular macromolecule metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;macromolecule metabolic process;metabolic process;mRNA metabolic process;mRNA processing;nitrogen compound metabolic process;nuclear mRNA splicing, via spliceosome;nucleic acid metabolic process;nucleobase-containing compound metabolic process;primary metabolic process;RNA metabolic process;RNA processing;RNA splicing;RNA splicing, via transesterification reactions;RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	binding;nucleic acid binding;nucleotide binding;RNA binding	cell part;intracellular organelle part;intracellular part;macromolecular complex;nuclear body;nuclear part;nuclear speck;nucleoplasm part;organelle part;ribonucleoprotein complex;spliceosomal complex		RRM_1	0	0	1	762580	19878	0	0	0	0	0	0	782460	762580	19878
362	P92966;P92966-2;P92966-3;P92966-4;P92966-5;Q9ZPX8-2;Q9ZPX8	P92966;P92966-2;P92966-3;P92966-4;P92966-5	Arginine/serine-rich-splicing factor RSP41	RSP41	236450	5.3737393184	159140	5.2017793537	4000900	6.6021576966	236450	5.3737393184	4.03808	2.68576	4.71892	4519700	4163200	356450	239640	3187.3	166170	7034.7	4113900	112970		binding;nucleic acid binding;nucleotide binding;RNA binding	cell part;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;membrane-bounded organelle;nucleus;organelle		RRM_1	3	4	9	74938000	6416100	4313400	57371	4256100	2991100	2864500	126620	74050000	72017000	2033500
363	Q56ZQ4;P93014	Q56ZQ4;P93014	30S ribosomal protein S5, chloroplastic	At2g33800;rps5	96143	4.9829176695	63942	4.8057862162	0	NaN	63942	4.8057862162	NaN	NaN	NaN	247220	124170	123050	156370	60226	90849	26907	0	0	biosynthetic process;cellular biosynthetic process;cellular macromolecule biosynthetic process;cellular macromolecule metabolic process;cellular metabolic process;cellular process;cellular protein metabolic process;macromolecule biosynthetic process;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;response to abiotic stimulus;response to cadmium ion;response to chemical stimulus;response to cold;response to inorganic substance;response to metal ion;response to stimulus;response to stress;response to temperature stimulus;translation	binding;nucleic acid binding;RNA binding;rRNA binding;structural constituent of ribosome;structural molecule activity	cell part;chloroplast part;chloroplast stroma;chloroplast thylakoid membrane;cytoplasmic part;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;macromolecular complex;membrane;membrane-bounded organelle;non-membrane-bounded organelle;nucleus;organelle;organelle part;photosynthetic membrane;plastid part;plastid stroma;plastid thylakoid membrane;ribonucleoprotein complex;ribosome;small ribosomal subunit;thylakoid membrane;thylakoid part	Ribosome	Ribosomal_S5;Ribosomal_S5_C	1	1	0	496670	492200	625480	240900	384570	363400	255770	107630	0	0	0
364	Q8RYC4;P93017	Q8RYC4;P93017			66602	4.8234872709	49940	4.698448538	115270	5.0617162932	66602	4.8234872709	NaN	NaN	NaN	231810	165210	66602	66602	0	49940	0	115270	0					Auxin_repressed	0	0	0	1321600	532820	532820	0	532820	399520	399520	0	922130	922130	0
365	P93755	P93755	Zinc finger CCCH domain-containing protein 30		71317	4.853193066	0	NaN	53820	4.7309436934	53820	4.7309436934	0.522056	NaN	NaN	200390	123570	76823	141070	69751	0	0	59326	5505.6		binding;cation binding;DNA binding;ion binding;metal ion binding;nucleic acid binding;nucleic acid binding transcription factor activity;sequence-specific DNA binding transcription factor activity;transition metal ion binding;zinc ion binding	cell part;cytoplasm;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;membrane-bounded organelle;nucleus;organelle		Ank;zf-CCCH	2	0	1	4077800	2535200	4655200	2301800	2353500	0	0	0	1957800	1776100	181690
366	Q39052;P93816;Q84WN7;Q5XF24;Q9LSX4	Q39052;P93816;Q84WN7;Q5XF24;Q9LSX4		CKI2;F19P19.10;At1g04440;CKL13;CKL8	31884	4.5035728005	0	NaN	0	NaN	0	Err:502	NaN	NaN	NaN	31884	0	31884	31884	0	0	0	0	0	anatomical structure development;anatomical structure morphogenesis;auxin metabolic process;biological regulation;cell growth;cell morphogenesis;cellular component morphogenesis;cellular component organization;cellular component organization or biogenesis;cellular developmental process;cellular metabolic process;cellular process;developmental growth;developmental growth involved in morphogenesis;developmental process;growth;hormone metabolic process;metabolic process;organ development;regulation of biological quality;regulation of hormone levels;response to brassinosteroid stimulus;response to chemical stimulus;response to endogenous stimulus;response to hormone stimulus;response to organic substance;response to stimulus;root development;unidimensional cell growth	adenyl nucleotide binding;adenyl ribonucleotide binding;ATP binding;binding;catalytic activity;kinase activity;nucleotide binding;phosphotransferase activity, alcohol group as acceptor;protein kinase activity;protein serine/threonine kinase activity;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;ribonucleotide binding;transferase activity;transferase activity, transferring phosphorus-containing groups	cell part;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;membrane-bounded organelle;nucleus;organelle		Pkinase	0	0	0	0	733340	733340	0	733340	0	0	0	0	0	0
367	Q03250;F4IHK9;C0Z2N6;C0Z387;Q03250-2	Q03250;F4IHK9;C0Z2N6;C0Z387	Glycine-rich RNA-binding protein 7	RBG7;CCR2;AT2G21660	96029000	7.9824024064	152410000	8.1830134631	293010000	8.4668824424	152410000	8.1830134631	4.26828	5.10835	3.29775	544960000	447140000	97823000	97747000	1717800	153010000	597770	294200000	1195900	alternative nuclear mRNA splicing, via spliceosome;biological regulation;cellular macromolecule metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;circadian rhythm;defense response;developmental process;developmental process involved in reproduction;DNA conformation change;DNA duplex unwinding;DNA geometric change;DNA metabolic process;establishment of localization;establishment of localization in cell;establishment of RNA localization;immune response;immune system process;innate immune response;intracellular transport;macromolecule metabolic process;metabolic process;mRNA export from nucleus;mRNA metabolic process;mRNA processing;mRNA transport;nitrogen compound metabolic process;nuclear export;nuclear mRNA splicing, via spliceosome;nuclear transport;nucleic acid metabolic process;nucleic acid transport;nucleobase-containing compound metabolic process;nucleobase-containing compound transport;nucleocytoplasmic transport;primary metabolic process;regulation of biological process;regulation of cellular process;regulation of stomatal movement;reproductive process;response to abiotic stimulus;response to cadmium ion;response to chemical stimulus;response to cold;response to inorganic substance;response to metal ion;response to osmotic stress;response to salt stress;response to stimulus;response to stress;response to temperature stimulus;response to water;response to water deprivation;response to zinc ion;rhythmic process;RNA export from nucleus;RNA metabolic process;RNA processing;RNA secondary structure unwinding;RNA splicing;RNA splicing, via transesterification reactions;RNA splicing, via transesterification reactions with bulged adenosine as nucleophile;RNA transport;transport;vegetative to reproductive phase transition of meristem	binding;DNA binding;double-stranded DNA binding;mRNA binding;nucleic acid binding;nucleotide binding;RNA binding;single-stranded DNA binding;structure-specific DNA binding	apoplast;cell junction;cell part;cell-cell junction;chloroplast;cytoplasmic part;cytosol;extracellular region;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;membrane-bounded organelle;microbody;nucleus;organelle;peroxisome;plasmodesma;plastid		RRM_1	23	30	43	5365600000	1173900000	1173000000	20614000	1152300000	1836100000	1828900000	7173300	3530500000	3516100000	14351000
