Peak class,Chromosome,Start,End,Length,"Enrichment (Input/IP, Log2)",FDR,Peak position,Gene
PeakStop,Chr3,19952751,19952876,125,-3.9293798373,1.73E-77,StopCodon,AT3G53870
PeakStop,Chr3,19955431,19955576,145,-3.4417400242,0.0014585557,StopCodon,AT3G53890
PeakStop,Chr3,19970551,19970651,100,-3.9605020226,2.16E-08,StopCodon,AT3G53930
PeakStop,Chr3,19987151,19987251,100,-3.0760201394,4.17E-08,StopCodon,AT3G53970
PeakStop,Chr3,20018526,20018676,150,-3.4503331417,5.62E-23,StopCodon,HCEF1
PeakStop,Chr3,20026677,20026776,99,-4.3120416162,3.64E-09,StopCodon,AT3G54085
PeakStop,Chr3,20042751,20042851,100,-3.5072107138,1.62E-06,StopCodon,AT3G54130
PeakStop,Chr3,20059251,20059376,125,-2.9737509833,1.39E-05,StopCodon,ATFIP37
PeakStop,Chr3,20061603,20061751,148,-3.4560635682,9.46E-05,StopCodon,AT3G54190
PeakStart,Chr3,20065876,20066026,150,-3.0789011751,1.99E-07,StartCodon,AT3G54200
PeakStart,Chr3,20068176,20068401,225,-3.8065582897,7.76E-94,StartCodon,AT3G54210
PeakMul,Chr3,20070551,20070726,175,-3.6778374524,9.84E-07,StartCodon,SCR
PeakMul,Chr3,20071051,20071226,175,-3.2555751629,8.28E-06,CDS,SCR
PeakStop,Chr3,20103751,20103876,125,-3.7245211131,2.40E-08,StopCodon,CHA16
PeakStop,Chr3,20108291,20108426,135,-3.645801762,4.99E-07,StopCodon,ATVAMP727
PeakStop,Chr3,20161968,20162076,108,-4.5197139035,5.71E-05,StopCodon,AT3G54460
PeakStop,Chr3,20168126,20168301,175,-3.6056142115,2.13E-05,StopCodon,AT3G54470
PeakStop,Chr3,20192526,20192626,100,-3.114644498,4.15E-05,StopCodon,ATGCN4
PeakStop,Chr3,20218001,20218126,125,-3.1605471651,5.27E-13,StopCodon,BZO2H4
PeakBoth,Chr3,20223280,20223376,96,-4.2296766754,6.46E-43,StopCodon,TSA1
PeakBoth,Chr3,20225151,20225301,150,-3.1039052482,1.49E-18,StartCodon,TSA1
PeakBoth,Chr3,20229825,20230126,301,-4.5628084693,1.10E-13,3pUTR,GR
PeakBoth,Chr3,20232851,20233076,225,-4.2713993069,7.97E-06,StartCodon,GR
PeakStart,Chr3,20246604,20246851,247,-3.1798301888,3.11E-10,StartCodon,AT3G54690
PeakMul,Chr3,20269166,20269276,110,-3.8059901305,2.40E-15,3pUTR,AT3G54760
PeakMul,Chr3,20270651,20270751,100,-2.8113236383,1.65E-06,CDS,AT3G54760
PeakStop,Chr3,20320751,20320851,100,-3.0135184974,0.0002367123,StopCodon,ARA-6
PeakBoth,Chr3,20345176,20345483,307,-3.7108285307,2.52E-05,StartCodon,PMR6
PeakBoth,Chr3,20345851,20345976,125,-2.7691309282,1.81E-15,CDS,PMR6
PeakBoth,Chr3,20348376,20348501,125,-3.011010645,8.63E-11,StopCodon,PMR6
PeakStop,Chr3,20358901,20359001,100,-2.6540768117,5.94E-06,3pUTR,PLP7
PeakStop,Chr3,20363426,20363551,125,-3.9085770589,0.0005055479,StopCodon,PDIL1-3
PeakStop,Chr3,20398151,20398251,100,-3.6830713743,4.41E-05,StopCodon,PGPS2
PeakStop,Chr3,20410901,20410976,75,-4.61913682,8.78E-30,StopCodon,AT3G55070
PeakStart,Chr3,20431326,20431426,100,-3.5725629665,7.25E-08,StartCodon,TT5
PeakStop,Chr3,20480276,20480401,125,-3.8202711961,6.36E-11,StopCodon,AT3G55250
PeakStop,Chr3,20492826,20493001,175,-3.9937086535,4.03E-10,StopCodon,HEXO1
PeakMul,Chr3,20498326,20498426,100,-2.6914991031,1.02E-05,CDS,MKP1
PeakMul,Chr3,20499801,20499926,125,-2.8723299251,3.64E-05,3pUTR,MKP1
PeakStop,Chr3,20513916,20514101,185,-4.9394861076,1.96E-33,StopCodon,PPL1
PeakMid,Chr3,20515976,20516126,150,-3.5709956675,0.0002586218,CDS,PHIP1
PeakStart,Chr3,20534838,20534926,88,-3.5349742735,0.0003878001,StartCodon,AT3G55390
PeakStop,Chr3,20545701,20545876,175,-4.2658119814,6.76E-12,StopCodon,AT3G55410
PeakBoth,Chr3,20553726,20553826,100,-3.2168540586,6.01E-26,StartCodon,ATCTIMC
PeakBoth,Chr3,20556051,20556251,200,-3.4406421195,4.80E-13,StopCodon,ATCTIMC
PeakStop,Chr3,20563501,20563626,125,-4.4832675606,6.36E-22,StopCodon,At-SCL30
PeakStop,Chr3,20566076,20566151,75,-3.3598387948,2.44E-08,StopCodon,AT3G55470
PeakStop,Chr3,20595051,20595326,275,-4.2286998098,2.10E-13,StopCodon,AT3G55520
PeakStop,Chr3,20636251,20636351,100,-4.0678293702,5.11E-21,StopCodon,emb1624
PeakStop,Chr3,20642376,20642501,125,-4.0704839358,8.16E-06,StopCodon,AT3G55640
PeakStop,Chr3,20699876,20699976,100,-3.5939190846,4.30E-17,3pUTR,AT3G55750
PeakStop,Chr3,20705076,20705201,125,-3.4695733468,1.12E-16,StopCodon,AT3G55770
PeakStop,Chr3,20711376,20711526,150,-2.8935458241,1.81E-85,StopCodon,SBPASE
PeakStop,Chr3,20721789,20721926,137,-3.7884094889,1.57E-05,StopCodon,LAF3
PeakStart,Chr3,20769135,20769201,66,-3.7161737289,3.32E-08,StartCodon,ATJRG21
PeakStop,Chr3,20790751,20790851,100,-3.6603111772,8.05E-08,StopCodon,AT3G56020
PeakStop,Chr3,20845959,20846151,192,-4.2007350724,4.01E-07,StopCodon,ASNAP
PeakStop,Chr3,20853813,20853976,163,-4.2233401572,8.68E-07,StopCodon,AT3G56210
PeakStop,Chr3,20885651,20885851,200,-4.5984801164,2.16E-16,StopCodon,AT3G56310
PeakStop,Chr3,20892152,20892301,149,-4.6882990624,1.78E-27,StopCodon,AT3G56340
PeakStart,Chr3,20910276,20910451,175,-3.1446574476,4.86E-25,StartCodon,WRKY70
PeakStop,Chr3,20923628,20923726,98,-4.7212494455,1.91E-09,StopCodon,AT3G56430
PeakStop,Chr3,20932931,20933051,120,-3.5849283445,1.53E-05,StopCodon,AT3G56460
PeakStop,Chr3,20943126,20943251,125,-3.6763484825,0.0001184646,StopCodon,HINT1
PeakMid,Chr3,20945594,20945676,82,-2.6419346063,2.53E-11,CDS,AT3G56510
PeakStop,Chr3,20963351,20963476,125,-2.9613687508,8.11E-12,StopCodon,AT3G56580
PeakStop,Chr3,20967801,20967926,125,-3.187531635,6.20E-15,StopCodon,AT3G56590
PeakStop,Chr3,20985851,20985976,125,-4.1216637047,2.03E-11,StopCodon,AT3G56650
PeakStop,Chr3,21017951,21018101,150,-4.2581225829,2.06E-07,3pUTR,AT3G56740
PeakStop,Chr3,21020630,21020726,96,-3.3890331603,9.58E-05,StopCodon,AT3G56760
PeakStop,Chr3,21034901,21035001,100,-2.2013504153,5.58E-30,StopCodon,CAM3
PeakStart,Chr3,21051926,21052076,150,-2.4143819311,5.00E-24,StartCodon,UBA2A
PeakStart,Chr3,21060076,21060276,200,-3.1206688581,4.77E-10,StartCodon,AT3G56880
PeakStart,Chr3,21076626,21076726,100,-3.2277745905,1.29E-212,StartCodon,ACSF
PeakStart,Chr3,21092651,21092776,125,-2.8865453741,6.96E-08,StartCodon,AT3G57000
PeakStop,Chr3,21098426,21098526,100,-2.5946310646,9.85E-06,StopCodon,AT3G57020
PeakStop,Chr3,21127426,21127526,100,-3.7996740076,8.93E-10,StopCodon,NRPE5
PeakStart,Chr3,21155801,21155901,100,-2.8811498008,1.40E-07,StartCodon,NAP57
PeakStop,Chr3,21159501,21159601,100,-3.0689030206,0.0005736562,StopCodon,AT3G57170
PeakStop,Chr3,21180626,21180801,175,-4.2990001937,5.23E-16,StopCodon,AGL16
PeakStop,Chr3,21207451,21207701,250,-4.0013810443,3.71E-10,StopCodon,ATINO80
PeakStop,Chr3,21211586,21211701,115,-4.0731914457,3.55E-06,StopCodon,ACA11
PeakStart,Chr3,21238651,21238801,150,-4.2775365428,1.70E-11,StartCodon,AT3G57400
PeakMul,Chr3,21243483,21243601,118,-3.9976624555,8.19E-05,StopCodon,VLN3
PeakMul,Chr3,21243851,21244001,150,-3.1457818835,7.34E-17,CDS,VLN3
PeakStop,Chr3,21404651,21404751,100,-3.3154482263,2.23E-05,3pUTR,AT3G57785
PeakBoth,Chr3,21428706,21428801,95,-4.4098373193,6.84E-15,StopCodon,AHUS5
PeakBoth,Chr3,21430051,21430151,100,-3.4939294849,3.15E-68,StartCodon,AHUS5
PeakStop,Chr3,21441701,21441876,175,-4.9332040356,1.29E-18,StopCodon,AT3G57890
PeakStop,Chr3,21447301,21447551,250,-2.908705392,1.75E-06,StopCodon,AT3G57930
PeakStop,Chr3,21475855,21476001,146,-4.9557755753,6.75E-100,StopCodon,PGL34
PeakStop,Chr3,21497001,21497101,100,-4.0813828763,3.24E-06,StopCodon,AT3G58050
PeakStop,Chr3,21529701,21529976,275,-3.965519512,0.0003350439,StopCodon,AT3G58130
PeakStop,Chr3,21542479,21542601,122,-4.0078295301,7.41E-26,StopCodon,ATBS14A
PeakStop,Chr3,21634951,21635051,100,-3.3572771623,4.77E-13,StopCodon,AT3G58490
PeakStop,Chr3,21635296,21635476,180,-4.683033198,9.97E-09,StopCodon,PP2A-4
PeakStop,Chr3,21643401,21643626,225,-3.7073738703,3.22E-06,StopCodon,AT3G58510
PeakStop,Chr3,21660416,21660526,110,-3.9342831819,5.12E-05,3pUTR,AT3G58570
PeakStop,Chr3,21668687,21668826,139,-4.0547460679,6.21E-15,StopCodon,AT3G58600
PeakBoth,Chr3,21671501,21671601,100,-3.6202238149,0.0014128734,StartCodon,AT3G58610
PeakBoth,Chr3,21674601,21674751,150,-3.8168637947,6.39E-195,StopCodon,AT3G58610
PeakMul,Chr3,21757851,21757976,125,-2.9719721829,2.72E-07,CDS,AT3G58840
PeakMul,Chr3,21758226,21758326,100,-2.4271147538,1.45E-20,StartCodon,AT3G58840
PeakStart,Chr3,21798151,21798276,125,-3.4663588376,8.14E-47,StartCodon,IPMI1
PeakMid,Chr3,21804851,21804926,75,-2.8953498967,2.37E-10,CDS,PME61
PeakStop,Chr3,21810747,21810901,154,-3.8791097744,2.72E-05,3pUTR,AT3G59020
PeakStop,Chr3,21821417,21821551,134,-4.5940252098,1.26E-09,StopCodon,AT3G59040
PeakStop,Chr3,21909162,21909276,114,-4.3553807436,1.52E-40,StopCodon,TXR1
PeakStop,Chr3,21922135,21922251,116,-4.146624591,4.01E-16,3pUTR,AT3G59310
PeakStart,Chr3,21949501,21949701,200,-4.2390636592,4.77E-26,StartCodon,GUN4
PeakStop,Chr3,21959076,21959151,75,-3.7892229265,0.00235513,StopCodon,GCN2
PeakStop,Chr3,21988076,21988176,100,-2.4248618295,2.66E-07,StopCodon,AT3G59500
PeakStop,Chr3,22017901,22018051,150,-3.7656197117,2.95E-14,StopCodon,NRPE8B
PeakStop,Chr3,22034372,22034476,104,-3.8675305718,2.49E-07,StopCodon,AT3G59660
PeakStop,Chr3,22090276,22090376,100,-2.6781063086,2.11E-24,StopCodon,AT3G59780
PeakStop,Chr3,22098249,22098401,152,-4.0550817653,0.0008508552,StopCodon,AT3G59820
PeakStop,Chr3,22130714,22130826,112,-3.6138201477,7.75E-10,StopCodon,AT3G59910
PeakStop,Chr3,22155795,22155951,156,-3.8908971372,3.13E-10,StopCodon,MAP2B
PeakStop,Chr3,22165791,22165876,85,-3.380608905,0.0003255742,StopCodon,SPL12
PeakStop,Chr3,22200901,22201101,200,-2.7405132948,7.75E-05,StopCodon,AT3G60110
PeakStop,Chr3,22213626,22213726,100,-4.7299393969,7.13E-18,StopCodon,BGLU16
PeakStop,Chr3,22244248,22244351,103,-3.2680192488,0.0002845188,StopCodon,ADL1E
PeakStop,Chr3,22251284,22251376,92,-3.7807112291,0.0001739049,3pUTR,AT3G60210
PeakStart,Chr3,22255551,22255676,125,-2.3451629913,0.002916815,StartCodon,ATL4
PeakStop,Chr3,22269751,22269876,125,-4.5710854762,0,StopCodon,AT3G60245
PeakStop,Chr3,22287276,22287401,125,-4.406309232,1.68E-95,StopCodon,AT3G60300
PeakStart,Chr3,22294876,22295101,225,-2.8483666266,9.41E-11,StartCodon,AT3G60320
PeakStop,Chr3,22339276,22339401,125,-4.3025047837,0.0008259167,3pUTR,AT3G60440
PeakStop,Chr3,22356276,22356476,200,-3.2890034504,6.77E-06,StopCodon,G3
PeakStart,Chr3,22373359,22373526,167,-4.6903666873,1.67E-30,StartCodon,GATA4
PeakStop,Chr3,22408382,22408501,119,-5.0771038462,4.09E-37,3pUTR,CDS5
PeakStop,Chr3,22460382,22460501,119,-3.7032039523,3.04E-11,StopCodon,AT3G60770
PeakStop,Chr3,22471726,22472051,325,-5.0451348298,4.37E-11,StopCodon,AT3G60810
PeakStop,Chr3,22491565,22491676,111,-4.0176877575,1.73E-12,3pUTR,AT3G60860
PeakStop,Chr3,22600901,22601026,125,-4.6807595695,8.04E-27,StopCodon,NTMC2TYPE4
PeakStop,Chr3,22608901,22609051,150,-3.2649378221,4.26E-06,StopCodon,AT3G61080
PeakStop,Chr3,22612601,22612726,125,-3.9793155642,4.38E-50,StopCodon,ARS27A
PeakStop,Chr3,22664251,22664376,125,-2.8946477207,2.61E-16,StopCodon,AT3G61220
PeakStop,Chr3,22669326,22669476,150,-4.2589700638,0.0001595695,3pUTR,AT3G61240
PeakStop,Chr3,22675296,22675451,155,-3.6449274161,3.30E-05,StopCodon,AT3G61260
PeakMid,Chr3,22681626,22681726,100,-3.0482536541,1.86E-11,CDS,AT3G61280
PeakStop,Chr3,22690733,22690851,118,-2.8369331838,0.0007081496,StopCodon,AT3G61310
PeakStop,Chr3,22708326,22708426,100,-2.9888255975,0.001099693,StopCodon,AT3G61370
PeakStop,Chr3,22798004,22798101,97,-3.5037820236,6.56E-05,StopCodon,POB1
PeakStop,Chr3,22801303,22801401,98,-2.610163856,0.0029219161,StopCodon,RRP41
PeakStop,Chr3,22810323,22810401,78,-3.4828954969,0.0001654957,StopCodon,AtAGP20
PeakStop,Chr3,22839480,22839551,71,-4.5127727583,5.95E-12,StopCodon,AtBECLIN1
PeakStop,Chr3,22850924,22851051,127,-5.4086228587,1.52E-22,3pUTR,ATX3
PeakStop,Chr3,22871940,22872026,86,-4.1674524292,1.03E-07,StopCodon,AT3G61790
PeakStart,Chr3,22902678,22902901,223,-3.826599628,2.34E-14,StartCodon,AT3G61870
PeakMid,Chr3,22940576,22940676,100,-3.2277235351,0.0004560569,CDS,AT3G61950
PeakStop,Chr3,22959286,22959376,90,-3.7334077633,1.05E-05,StopCodon,AT3G62000
PeakStop,Chr3,22975101,22975251,150,-4.3433876523,0,StopCodon,ROC4
PeakStop,Chr3,23001167,23001251,84,-4.1219080999,4.14E-08,StopCodon,AT3G62120
PeakStop,Chr3,23037626,23037751,125,-3.0325858755,1.29E-18,StopCodon,UBQ5
PeakStop,Chr3,23053551,23053726,175,-5.2896688484,2.71E-64,StopCodon,ATARFA1E
PeakStop,Chr3,23057391,23057476,85,-3.1685585153,0.0014009281,StopCodon,AT3G62310
PeakStop,Chr3,23083126,23083251,125,-3.676385649,1.70E-05,StopCodon,AT3G62370
PeakStop,Chr3,23087267,23087376,109,-4.0827516404,0.0001103346,StopCodon,TBL6
PeakMid,Chr3,23100202,23100301,99,-3.5246197942,2.16E-17,NA,NA
PeakStop,Chr3,23133101,23133251,150,-2.7592238974,1.74E-25,StopCodon,AT3G62530
PeakStop,Chr3,23138876,23139001,125,-3.5234130177,0.0004856881,StopCodon,AT3G62560
PeakStop,Chr3,23147676,23147901,225,-3.2970102318,2.17E-15,StopCodon,AT3G62580
PeakStop,Chr3,23150903,23151001,98,-2.3150942395,0.0006943088,StopCodon,ATERDJ3B
PeakStart,Chr3,23220901,23221126,225,-4.1435368492,4.21E-15,StartCodon,AtATG18a
PeakStop,Chr3,23223235,23223326,91,-2.8414606313,1.27E-05,StopCodon,AT3G62790
PeakStop,Chr3,23235576,23235676,100,-3.3578259544,1.77E-19,3pUTR,AT3G62840
PeakStop,Chr3,23242753,23242851,98,-4.6746338088,1.10E-19,StopCodon,AT3G62870
PeakStop,Chr3,23244839,23244951,112,-6.1468554673,1.06E-41,3pUTR,ATOEP16-4
PeakStop,Chr3,23257506,23257751,245,-4.6444682032,1.58E-09,StopCodon,APG3
PeakStop,Chr3,23262976,23263076,100,-3.4415012948,0.0008088856,StopCodon,AT3G62940
PeakStop,Chr3,23272701,23272801,100,-3.7286610659,2.40E-08,StopCodon,AT3G62970
PeakStop,Chr3,23273243,23273326,83,-5.1945580923,2.73E-28,3pUTR,TIR1
PeakStop,Chr3,23309651,23309851,200,-4.049805808,1.23E-08,3pUTR,AT3G63070
PeakStop,Chr3,23311226,23311351,125,-3.0208778127,1.17E-14,StopCodon,ATGPX5
PeakBoth,Chr3,23326876,23327001,125,-3.7708702861,2.34E-10,StopCodon,CSP41A
PeakBoth,Chr3,23328476,23328651,175,-5.0931283138,1.07E-06,StartCodon,CSP41A
PeakStop,Chr3,23329086,23329276,190,-4.8321286188,6.80E-21,StopCodon,MIRO2
PeakStop,Chr3,23335876,23336051,175,-3.441114032,0.0003007403,StopCodon,AT3G63170
PeakBoth,Chr3,23342701,23342751,50,-2.8345641661,2.55E-07,3pUTR,cpRRF
PeakBoth,Chr3,23344576,23344726,150,-3.1426668147,7.80E-05,StartCodon,cpRRF
PeakMid,Chr3,23354651,23354751,100,-2.5986637128,6.57E-05,CDS,MARD1
PeakStop,Chr3,23370534,23370626,92,-4.2975597974,2.47E-11,StopCodon,HMT-2
PeakStop,Chr3,23372959,23373051,92,-3.733404739,1.08E-12,StopCodon,ATMRK1
PeakStop,Chr3,23415401,23415526,125,-3.8164028222,7.14E-12,StopCodon,AT3G63400
PeakStop,Chr3,23415672,23415851,179,-3.8046372993,8.42E-10,StopCodon,VTE3
PeakStop,Chr3,23418451,23418701,250,-3.8767929364,4.49E-10,StopCodon,GG1
PeakStop,Chr3,23430958,23431076,118,-4.3143635564,0.0005055479,StopCodon,AT3G63460
PeakStart,Chr3,23444226,23444351,125,-2.9641184133,1.82E-27,StartCodon,AT3G63490
PeakStop,Chr3,23452626,23452801,175,-4.7383292163,1.97E-09,StopCodon,AT3G63510
PeakStop,Chr3,23455876,23456051,175,-4.0649662532,1.82E-11,StopCodon,CCD1
PeakStop,Chr4,15826,15951,125,-3.7639229939,8.35E-08,StopCodon,AT4G00040
PeakStart,Chr4,69701,69801,100,-3.3370708191,9.54E-33,StartCodon,AT4G00165
PeakBoth,Chr4,72699,72826,127,-4.4158589519,3.15E-07,StopCodon,YAB3
PeakBoth,Chr4,74726,74826,100,-2.3301527497,0.0001073546,StartCodon,YAB3
PeakBoth,Chr4,106367,106451,84,-3.6099599259,3.71E-08,StopCodon,NA
PeakStop,Chr4,123009,123101,92,-4.016202844,9.59E-07,StopCodon,AT4G00290
PeakStart,Chr4,144226,144426,200,-3.6364212929,4.14E-08,StartCodon,CRCK2
PeakStop,Chr4,181426,181526,100,-3.141151122,0.0002243781,StopCodon,AT4G00420
PeakStop,Chr4,242737,242851,114,-3.7511663194,2.09E-05,StopCodon,NAD-ME2
PeakStop,Chr4,261576,261676,100,-3.5646078465,3.14E-05,StopCodon,KEA2
PeakStop,Chr4,277838,278001,163,-3.5340217645,4.13E-05,3pUTR,RH8
PeakStop,Chr4,293076,293301,225,-4.4268052245,8.71E-09,StopCodon,BSK3
PeakStop,Chr4,299607,299726,119,-5.1907159081,4.04E-28,StopCodon,ANL2
PeakStop,Chr4,307469,307826,357,-4.1352171382,8.10E-11,StopCodon,AT4G00740
PeakMid,Chr4,316726,316926,200,-3.1698986522,3.16E-07,CDS,AT4G00750
PeakMul,Chr4,317609,317776,167,-4.7545786284,1.82E-09,StopCodon,AT4G00752
PeakMul,Chr4,318706,318801,95,-4.4888698095,5.31E-18,CDS,AT4G00752
PeakStop,Chr4,346051,346176,125,-2.9387424054,1.26E-05,StopCodon,AT4G00810
PeakStart,Chr4,381826,382051,225,-3.4266542022,1.27E-05,StartCodon,AT4G00895
PeakStop,Chr4,448287,448426,139,-5.0923695034,5.85E-07,StopCodon,AT4G01030
PeakMul,Chr4,457801,457951,150,-3.2698073234,3.24E-172,CDS,TROL
PeakMul,Chr4,458127,458476,349,-5.2617820896,3.10E-75,StopCodon,TROL
PeakStop,Chr4,494676,494801,125,-2.9737974132,1.59E-46,StopCodon,AT4G01150
PeakStop,Chr4,507747,507926,179,-3.8053680222,3.48E-14,StopCodon,AT4G01210
PeakStart,Chr4,515501,515626,125,-2.666568781,2.88E-05,StartCodon,AT4G01220
PeakStop,Chr4,537001,537101,100,-3.2232472671,0.0016136208,3pUTR,AT4G01280
PeakStop,Chr4,544052,544226,174,-3.6448845238,7.13E-69,StopCodon,AT4G01310
PeakStop,Chr4,677195,677301,106,-4.1848481253,3.29E-06,StopCodon,MEE49
PeakStop,Chr4,711026,711151,125,-3.6304797056,8.09E-08,StopCodon,ABC1
PeakStop,Chr4,732226,732426,200,-4.4455955202,7.38E-15,StopCodon,PPOX
PeakMid,Chr4,747651,747876,225,-3.5095867843,1.05E-05,CDS,WRKY47
PeakStop,Chr4,770776,770926,150,-3.64097472,3.27E-07,StopCodon,SECA1
PeakStart,Chr4,793551,793701,150,-3.9207705394,4.21E-05,StartCodon,ATKCO5
PeakStop,Chr4,796235,796351,116,-3.828792212,1.37E-06,StopCodon,SAM2
PeakStart,Chr4,846576,846676,100,-2.8514312849,0.0002676165,StartCodon,ATGPAT3
PeakStop,Chr4,851312,851401,89,-3.0458144226,4.20E-05,StopCodon,AT4G01960
PeakStop,Chr4,944076,944176,100,-3.4275958743,3.23E-06,StopCodon,AT4G02120
PeakStop,Chr4,1057963,1058051,88,-2.8276217869,1.07E-11,StopCodon,AT4G02405
PeakMid,Chr4,1124526,1124726,200,-3.2268359664,9.58E-06,CDS,LD
PeakStop,Chr4,1133426,1133526,100,-4.8202993903,3.19E-13,StopCodon,ATCUL1
PeakStop,Chr4,1136876,1137076,200,-4.1894212774,2.64E-47,StopCodon,AT4G02580
PeakStop,Chr4,1137641,1137751,110,-4.1676491618,6.57E-09,3pUTR,UNE12
PeakStop,Chr4,1249431,1249551,120,-4.1867980845,2.88E-09,3pUTR,AT4G02790
PeakStop,Chr4,1327376,1327451,75,-3.3125811441,1.53E-06,StopCodon,AT4G03000
PeakStop,Chr4,1331605,1331726,121,-3.8943759546,0.0001439404,StopCodon,AT4G03020
PeakBoth,Chr4,1376428,1376651,223,-3.6334188123,7.40E-14,StopCodon,AtRBP-DR1
PeakBoth,Chr4,1379251,1379351,100,-3.3551649962,0.0004502419,StartCodon,AtRBP-DR1
PeakStop,Chr4,1387151,1387376,225,-3.4909084301,8.17E-07,StopCodon,AT4G03120
PeakMid,Chr4,1404376,1404476,100,-3.1317492086,1.25E-14,CDS,AT4G03180
PeakStop,Chr4,1423576,1423676,100,-3.0037574892,2.90E-08,StopCodon,ATFH
PeakStop,Chr4,1562476,1562626,150,-4.1551233023,1.10E-187,StopCodon,ATHM2
PeakStop,Chr4,1579476,1579601,125,-3.7022478873,2.17E-07,3pUTR,ATGSL05
PeakStop,Chr4,2031701,2031751,50,-2.8315537673,4.18E-18,StopCodon,PUX4
PeakMid,Chr4,2037651,2037751,100,-3.2481699042,3.46E-15,NA,NA
PeakStop,Chr4,2132926,2133076,150,-5.1782718499,5.04E-09,StopCodon,EMB2369
PeakStop,Chr4,2227822,2227976,154,-4.4521078607,1.49E-10,StopCodon,PMP22
PeakStop,Chr4,2328612,2328701,89,-4.0386617937,0.0005407608,StopCodon,ATG8B
PeakBoth,Chr4,2394664,2394726,62,-5.6005058489,8.48E-23,3pUTR,CPK21
PeakBoth,Chr4,2397501,2397576,75,-3.8270347696,0.0001439404,StartCodon,CPK21
PeakStop,Chr4,2457376,2457551,175,-4.3178588805,6.25E-09,StopCodon,KEA3
PeakMul,Chr4,2490276,2490376,100,-3.0076578433,3.73E-12,CDS,NSF
PeakMul,Chr4,2495526,2495626,100,-3.0138634186,0.0005726543,StartCodon,NSF
PeakStop,Chr4,2505301,2505426,125,-6.8516556761,2.05E-64,3pUTR,SFR6
PeakStop,Chr4,2742785,2742901,116,-3.8850669914,1.43E-16,3pUTR,AT4G05400
PeakStop,Chr4,2818101,2818201,100,-3.6980688009,4.13E-07,StopCodon,IBR1
PeakMul,Chr4,3665974,3666076,102,-2.9575684171,1.84E-06,StopCodon,AT4G06599
PeakMul,Chr4,3667226,3667326,100,-3.5675744676,4.01E-06,CDS,AT4G06599
PeakStop,Chr4,3764536,3764701,165,-2.8577747905,3.02E-06,StopCodon,AT4G06634
PeakStop,Chr4,4197301,4197476,175,-3.8020622442,5.00E-13,StopCodon,AT4G07390
PeakStop,Chr4,5187897,5188026,129,-4.3048391031,2.51E-05,StopCodon,AT4G08230
PeakStop,Chr4,5231876,5232026,150,-3.2776110006,4.74E-10,3pUTR,AT4G08280
PeakStop,Chr4,5249176,5249301,125,-2.9671625549,5.86E-17,StopCodon,AT4G08310
PeakStop,Chr4,5291976,5292126,150,-4.0460844504,8.56E-09,StopCodon,GTA02
PeakStart,Chr4,5315120,5315226,106,-3.6101660841,0.0004780652,StartCodon,SAPX
PeakStop,Chr4,5377251,5377351,100,-3.1777696006,1.22E-05,StopCodon,AT4G08460
PeakStop,Chr4,5420276,5420401,125,-5.1262878221,5.43E-24,StopCodon,AT4G08520
PeakMid,Chr4,5462751,5463051,300,-2.8662882867,3.28E-05,CDS,AT4G08580
PeakStart,Chr4,5740476,5740701,225,-3.5421043951,1.70E-25,StartCodon,EXO
PeakStart,Chr4,5746433,5746626,193,-4.0805689271,8.51E-09,StartCodon,AT4G08960
PeakStart,Chr4,5779276,5779376,100,-3.3882817658,1.97E-17,StartCodon,TL29
PeakStop,Chr4,5788876,5789001,125,-3.8576573527,9.19E-08,StopCodon,ATISA3
PeakStart,Chr4,5792251,5792476,225,-3.4744256774,4.14E-08,StartCodon,AGP10
PeakBoth,Chr4,5794734,5794851,117,-3.3484212059,0.0009396297,3pUTR,AT4G09040
PeakBoth,Chr4,5797126,5797251,125,-2.8617925332,2.76E-05,StartCodon,AT4G09040
PeakStop,Chr4,5924819,5925026,207,-4.4866323869,7.94E-08,StopCodon,AT4G09340
PeakMid,Chr4,6041953,6042151,198,-3.7027955206,0.0005630516,CDS,AT4G09560
PeakStop,Chr4,6077026,6077251,225,-3.2116989357,7.33E-05,StopCodon,AT4G09620
PeakStop,Chr4,6087776,6088001,225,-3.6301408373,1.35E-11,StopCodon,AT4G09630
PeakStart,Chr4,6100789,6100901,112,-3.7497487816,3.04E-13,StartCodon,ATPD
PeakStart,Chr4,6108976,6109076,100,-2.811680008,8.68E-22,StartCodon,AT4G09670
PeakStop,Chr4,6174901,6175151,250,-4.549336798,1.92E-16,StopCodon,RPS18C
PeakStop,Chr4,6247601,6247701,100,-2.5782739844,0.0006715139,StopCodon,AT4G09970
PeakStop,Chr4,6247893,6248026,133,-3.8875478165,0.0002426911,StopCodon,EMB1691
PeakStop,Chr4,6270326,6270501,175,-3.8209894608,9.73E-09,StopCodon,AT4G10030
PeakStop,Chr4,6284489,6284576,87,-5.2042437257,9.63E-06,StopCodon,AT4G10050
PeakStop,Chr4,6300243,6300426,183,-4.5067888823,1.16E-06,StopCodon,AT4G10080
PeakStop,Chr4,6319751,6319851,100,-2.7191919284,3.97E-13,StopCodon,ATSPS4F
PeakStop,Chr4,6324351,6324501,150,-3.7726899661,0.0004399798,StopCodon,AT4G10140
PeakMid,Chr4,6346801,6346951,150,-3.4223369114,1.53E-06,CDS,DET1
PeakStop,Chr4,6385876,6386001,125,-4.1462551036,7.23E-40,StopCodon,AT4G10300
